Owner Login,Repo Name,XText File Path
ichxorya,failed-xtext2vscode-example,ichxorya-failed-xtext2vscode-example-18172dc/uet.dsl.block.parent/uet.dsl.block/src/uet/dsl/block/Block.xtext
hwong23,dsl.evtool,hwong23-dsl.evtool-b080928/hwo.evtool.dsl.evalcn/src/hwo/evtool/dsl/evalcn/Evaluacion.xtext
hwong23,dsl.evtool,hwong23-dsl.evtool-b080928/hwo.evtool.dsl.evalcn/target/classes/hwo/evtool/dsl/evalcn/Evaluacion.xtext
RobMoloney,xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext
RobMoloney,xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext
RobMoloney,xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext
RobMoloney,xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext
fedorov-vk,apds_dsl,fedorov-vk-apds_dsl-d0d6d3e/apdsdsl.root/projects/snn.apds.dsl.prototypes/src/snn/apds/dsl/prototypes/Prototype.xtext
fedorov-vk,apds_dsl,fedorov-vk-apds_dsl-d0d6d3e/apdsdsl.root/projects/snn.apds.dsl.subjects/src/snn/apds/dsl/subjects/Subject.xtext
ShrawanBK,xtext_salestransaction,ShrawanBK-xtext_salestransaction-8e348e3/xtextfiles/xtext.assignment3.salestransaction/bin/xtext/assignment3/salestransaction/SalesTransaction.xtext
ShrawanBK,xtext_salestransaction,ShrawanBK-xtext_salestransaction-8e348e3/xtextfiles/xtext.assignment3.salestransaction/src/xtext/assignment3/salestransaction/SalesTransaction.xtext
hakimuga,BIP-language,hakimuga-BIP-language-039a7dd/MyBip.xtext
Gricel-lee,Xtext-Maven,Gricel-lee-Xtext-Maven-eb3c2ac/zzz.example.mydsl1.parent/zzz.example.mydsl1/src/zzz/example/mydsl1/MyDsl.xtext
uppaal-emf,uppaal-xtext,uppaal-emf-uppaal-xtext-5f73a70/org.muml.uppaal.xtext/src/org/muml/uppaal/UppaalXML.xtext
matheuslenke,Xtext-UML,matheuslenke-Xtext-UML-1cc4860/br.ufes.mdd.umltextual/src/br/ufes/mdd/umltextual/ClassDiagram.xtext
matheuslenke,Xtext-UML,matheuslenke-Xtext-UML-1cc4860/br.ufes.mdd.umltextual/src/br/ufes/mdd/umltextual/PackageDiagram.xtext
matheuslenke,Xtext-UML,matheuslenke-Xtext-UML-1cc4860/br.ufes.mdd.umltextual/src/br/ufes/mdd/umltextual/UmlTextual.xtext
matheuslenke,Xtext-UML,matheuslenke-Xtext-UML-1cc4860/br.ufes.mdd.umltextual/src/br/ufes/mdd/umltextual/UseCaseDiagram.xtext
kokostino,xtext_kokomodel,kokostino-xtext_kokomodel-2076289/koko.logmodel.parent/koko.logmodel/src/koko/logmodel/LogDsl.xtext
kokostino,xtext_kokomodel,kokostino-xtext_kokomodel-2076289/koko.logmodel.parent/koko.logmodel/target/classes/koko/logmodel/LogDsl.xtext
kokostino,xtext_kokomodel,kokostino-xtext_kokomodel-2076289/koko.logmodel/src/koko/logmodel/LogDsl.xtext
kokostino,xtext_kokomodel,kokostino-xtext_kokomodel-2076289/koko.logmodel/target/classes/koko/logmodel/LogDsl.xtext
dr-jam,ABL-XText,dr-jam-ABL-XText-9f12dda/sing.abl/src/sing/Abldsl.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtend.core/src/org/eclipse/xtend/core/Xtend.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.builder.standalone.tests/src/org/eclipse/xtext/builder/tests/BuilderTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.builder.tests/src/org/eclipse/xtext/builder/tests/BuilderTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.eclipse.tests/src/org/eclipse/xtext/common/types/xtext/ui/ContentAssistTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.eclipse.tests/src/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.eclipse.tests/src/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage1.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.eclipse.tests/src/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage2.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.tests/src/org/eclipse/xtext/common/types/xtext/ui/ContentAssistTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.tests/src/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.tests/src/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage1.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.common.types.tests/src/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage2.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/enumrules/EnumAndReferenceTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/enumrules/EnumRulesTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/enumrules/MultiRuleEnumTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/generator/grammarAccess/GrammarAccessTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcoreReferenceTestLanguage.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.generator/src/org/eclipse/xtext/generator/parser/antlr/debug/SimpleAntlr.xtext
xtext,xtext-monorepo,xtext-xtext-monorepo-9d8cc27/org.eclipse.xtext.ide.tests/testlang-src/org/eclipse/xtext/ide/tests/testlanguage/IndentationAwareUiTestLanguage.xtext
