Repositories,,,,,,Classification,,,Xtext files,,,,,,,Ecore files,,,,MWE2 files,,,Textual Instances,,,
Owner Login,Repository Name,Repository URL,#Forks,#Stars,Timespan (Days),Type,Language type,Retrofitting,Exist?,Count,Aver. Commit,Timespan (Days),Proportion (%),Changed Row Count,Changed Rule Count,Exist?,Count,Aver. Commit,scenario,Exist?,Count,Aver. Commit,Exist?,Count,Aver. Commit,Comment
ayoubziat,xtext_DSL_example,https://github.com/ayoubziat/xtext_DSL_example,0,0,2015,Training/Examples,,,YES,1,2,1360,67.49,5,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
xiaoyvr,xtext-demo-oxygen,https://github.com/xiaoyvr/xtext-demo-oxygen,0,0,0,Training/Examples,,,YES,1,4,0,0,29,7,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
test-editor,deprecated-xtext-index-backend,https://github.com/test-editor/deprecated-xtext-index-backend,0,0,377,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
lukashaertel,xtext-technocat,https://github.com/lukashaertel/xtext-technocat,0,0,332,Language,Technology Catalog,,YES,1,2,0,0,0,0,YES,1,2,grammar-driven,YES,1,1,YES,1,1,
npalix,org.eclipse.xtext.example.fowlerdsl,https://github.com/npalix/org.eclipse.xtext.example.fowlerdsl,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
dslmeinte,xtext-workshop-code1,https://github.com/dslmeinte/xtext-workshop-code1,0,0,76,Experimental/Personal,,,YES,1,13,50,65.79,15,4,YES,1,9,metamodel-driven,YES,2,1.5,YES,7,1.86,
chauhansaurabhb,Eclipse-Xtext-Mydsl-Plugin,https://github.com/chauhansaurabhb/Eclipse-Xtext-Mydsl-Plugin,0,0,132,Experimental/Personal,,,YES,2,2,132,100,4,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
intuit,common-xtext-expression-language,https://github.com/intuit/common-xtext-expression-language,7,7,368,Language,Expressions,,YES,1,2,48,13.04,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
zwgirl,summer,https://github.com/zwgirl/summer,0,0,7,Experimental/Personal,,,YES,10,1,3,42.86,0,0,YES,6,1,Both,YES,7,1.43,YES,1,1,
rymarenkosuccess,Coffeescript-Eclipse,https://github.com/rymarenkosuccess/Coffeescript-Eclipse,0,0,0,Experimental/Personal,,,YES,3,1,0,0,0,0,NO,0,0,grammar-driven,YES,3,1,NO,0,0,
svenefftinge,Guice-Modules-DSL,https://github.com/svenefftinge/Guice-Modules-DSL,1,5,428,Language,Guide modules,,YES,1,2,421,98.36,3,0,YES,1,2,metamodel-driven,YES,1,2,NO,0,0,
logicfish,XPlane,https://github.com/logicfish/XPlane,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
LorenzoBettini,Xtext-Xtend-Buckminster-Example,https://github.com/LorenzoBettini/Xtext-Xtend-Buckminster-Example,0,1,999,Training/Examples,,,YES,1,2,0,0,1,0,YES,1,1,grammar-driven,YES,1,6,NO,0,0,
vorburger,eclipse-typescript-xtext-repository,https://github.com/vorburger/eclipse-typescript-xtext-repository,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
pankeshpatel,EclipsePluginForXtext,https://github.com/pankeshpatel/EclipsePluginForXtext,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
Hellmy,plantuml-eclipse-xtext_update,https://github.com/Hellmy/plantuml-eclipse-xtext_update,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xpomul,xtext-multi-edit-example,https://github.com/xpomul/xtext-multi-edit-example,0,1,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
tmtron,xtext.eclipse.15minExtended,https://github.com/tmtron/xtext.eclipse.15minExtended,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
deb-sandeep,com.sandy.xtext.jovenotes.ui,https://github.com/deb-sandeep/com.sandy.xtext.jovenotes.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ftrifin,xtext-utils.xtend1,https://github.com/ftrifin/xtext-utils.xtend1,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
szarnekow,xtext-arithmetics-web-example,https://github.com/szarnekow/xtext-arithmetics-web-example,0,1,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
wwu-pi,acse-xtext-knuth-binaries,https://github.com/wwu-pi/acse-xtext-knuth-binaries,0,0,395,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
jwachter,xtext-serializer-issue-example,https://github.com/jwachter/xtext-serializer-issue-example,0,1,0,Experimental/Personal,,,YES,1,5,0,0,8,0,NO,0,0,grammar-driven,YES,1,3,NO,0,0,
hwong23,dsl.evtool,https://github.com/hwong23/dsl.evtool,0,0,431,Language,Expressions,,YES,2,6,30,6.96,14,2,YES,2,3.5,Both,YES,1,1,NO,0,0,
camilagarcia113,xtext-dsl-obj3,https://github.com/camilagarcia113/xtext-dsl-obj3,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
cdietrich,gradle-xtext-xtend-problem,https://github.com/cdietrich/gradle-xtext-xtend-problem,0,1,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
mzaks,FlatBuffersSchemaEditor,https://github.com/mzaks/FlatBuffersSchemaEditor,4,18,450,Language,FlatBuffers,YES,YES,1,9,336,74.67,92,17,YES,1,10,grammar-driven,YES,2,2,NO,0,0,
svenefftinge,Xtext-LWC-contribution--Instances-,https://github.com/svenefftinge/Xtext-LWC-contribution--Instances-,1,1,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,metamodel-driven,YES,2,1,NO,0,0,
btc-ag,service-idl,https://github.com/btc-ag/service-idl,8,8,454,Language,Services,,YES,1,11,127,27.97,250,51,NO,0,0,grammar-driven,YES,1,6,YES,47,1.55,
willy2706,if4150-xtext-html,https://github.com/willy2706/if4150-xtext-html,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
phaldan,htwg-cform-xtext-demo,https://github.com/phaldan/htwg-cform-xtext-demo,0,1,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
hypery2k,Xtext-GrammarMixin-Example,https://github.com/hypery2k/Xtext-GrammarMixin-Example,0,1,0,Experimental/Personal,,,YES,4,1.25,0,0,0.5,0,NO,0,0,grammar-driven,YES,4,1.25,NO,0,0,
philiber92,xtext-utils.subproject-template,https://github.com/philiber92/xtext-utils.subproject-template,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
zrrk,xtext-utils.subproject-template,https://github.com/zrrk/xtext-utils.subproject-template,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
thowin,ituXtextLandinConfigurator,https://github.com/thowin/ituXtextLandinConfigurator,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
philiber92,xtext-utils.xtend1,https://github.com/philiber92/xtext-utils.xtend1,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
claudenirmf,old-tests-on-xtext,https://github.com/claudenirmf/old-tests-on-xtext,0,0,239,Experimental/Personal,,,YES,1,9,156,65.27,196,31,NO,0,0,grammar-driven,YES,1,3,YES,4,1.75,
zouhairireda,xtext-ocl-xtend-poc,https://github.com/zouhairireda/xtext-ocl-xtend-poc,0,0,196,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,2,1,metamodel-driven,YES,2,1,NO,0,0,
franzbecker,xtext-serializer-parallel-problem,https://github.com/franzbecker/xtext-serializer-parallel-problem,0,0,42,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
lunifera,lunifera-xtext-runtimebuilder-example,https://github.com/lunifera/lunifera-xtext-runtimebuilder-example,1,0,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
ftrifin,xtext-utils.subproject-template,https://github.com/ftrifin/xtext-utils.subproject-template,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
fluxtah,xtext-android-gradle-example,https://github.com/fluxtah/xtext-android-gradle-example,0,1,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
hypery2k,Xtext-Maven-BuildExample,https://github.com/hypery2k/Xtext-Maven-BuildExample,1,0,10,Training/Examples,,,YES,2,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
kittaakos,xtext-eclipse-gh-238,https://github.com/kittaakos/xtext-eclipse-gh-238,0,0,590,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
MatzeGIT,XText-Maven-CleanStart,https://github.com/MatzeGIT/XText-Maven-CleanStart,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
Rodolfocostapr,org.xtext.example.pascalito,https://github.com/Rodolfocostapr/org.xtext.example.pascalito,0,0,6,Experimental/Personal,,,YES,2,8,6,100,-13,7,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
deb-sandeep,JoveNotesProcessor,https://github.com/deb-sandeep/JoveNotesProcessor,1,1,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
zrrk,xtext-utils.xtend1,https://github.com/zrrk/xtext-utils.xtend1,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
tanthingdeveloper3unshine,AutoCompleteXTextView,https://github.com/tanthingdeveloper3unshine/AutoCompleteXTextView,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
loradd,uml-xtext-grammar-generator,https://github.com/loradd/uml-xtext-grammar-generator,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
v-bashev,post_core,https://github.com/v-bashev/post_core,3,1,500,Language,Processor cores,,YES,2,18,499,99.8,154,28,YES,1,15,grammar-driven,YES,2,5,YES,2,1,
vicegd,org.xtext.dsl.restaurante,https://github.com/vicegd/org.xtext.dsl.restaurante,0,1,1,Training/Examples,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,YES,1,1,
paulluap,xtext-extras-issue216,https://github.com/paulluap/xtext-extras-issue216,1,0,714,Experimental/Personal,,,YES,1,2,0,0,4,1,NO,0,0,grammar-driven,YES,1,1,YES,2,1,
dhakehurst,net.akehurst.example.xtext.vertx,https://github.com/dhakehurst/net.akehurst.example.xtext.vertx,0,0,4,Training/Examples,,,YES,1,2,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
alvilgau,de.htwg.xtext.setGame,https://github.com/alvilgau/de.htwg.xtext.setGame,0,0,3,Experimental/Personal,,,YES,1,5,3,100,-8,-1,YES,1,4,grammar-driven,YES,1,2,NO,0,0,
arnulfo-rodriguez,XtextClosureExample,https://github.com/arnulfo-rodriguez/XtextClosureExample,0,0,573,Language,calculator,,YES,1,10,548,95.64,40,3,YES,1,12,metamodel-driven,YES,1,4,YES,2,4,
rdurelli,com.br.refactoring.xtext.dsl,https://github.com/rdurelli/com.br.refactoring.xtext.dsl,0,0,20,Experimental/Personal,,,YES,2,10,20,100,162,20,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
tmtron,xtext.15minTutorial.project,https://github.com/tmtron/xtext.15minTutorial.project,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
agentlab,eclipse-orbit_xtext-web-dsls,https://github.com/agentlab/eclipse-orbit_xtext-web-dsls,0,0,0,Experimental/Personal,,,YES,6,1,0,0,0,0,YES,2,1,grammar-driven,YES,6,1.33,NO,0,0,
threadedblue,org.eclipse.xtext.example.domainmodel,https://github.com/threadedblue/org.eclipse.xtext.example.domainmodel,0,0,0,Training/Examples,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
cdietrich,xtext-existing-metamodel-gradle-example,https://github.com/cdietrich/xtext-existing-metamodel-gradle-example,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
wrungel,tycho.xtext.mwe2.test,https://github.com/wrungel/tycho.xtext.mwe2.test,0,0,0,Training/Examples,,,YES,2,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
DemidovAlexander,Xtext_MiniJava_IDE,https://github.com/DemidovAlexander/Xtext_MiniJava_IDE,0,1,592,Language,MiniJava,,YES,2,2,10,1.69,8,2,YES,1,2,grammar-driven,YES,2,2,YES,16,1,
ftmdida,xtext_code_gen_version_2,https://github.com/ftmdida/xtext_code_gen_version_2,0,0,3,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
vaulttec,isis-script,https://github.com/vaulttec/isis-script,2,8,596,Language,Code Generation,,YES,1,9,546,91.61,39,9,NO,0,0,grammar-driven,YES,1,4,YES,4,3,
cdietrich,xtext-gradle-plugin-issue-60,https://github.com/cdietrich/xtext-gradle-plugin-issue-60,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
thowin,ituXtextLandin2Configurator,https://github.com/thowin/ituXtextLandin2Configurator,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
jkouwer,basicfamily,https://github.com/jkouwer/basicfamily,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,YES,1,1,not applicable,NO,0,0,NO,0,0,
goldschmiede,2011-02-18_xtext_apache_wicket,https://github.com/goldschmiede/2011-02-18_xtext_apache_wicket,0,0,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Dexels,navascript-editor,https://github.com/Dexels/navascript-editor,1,0,645,Language,Navascript,YES,YES,1,19,645,100,-11,-44,NO,0,0,grammar-driven,YES,1,5,NO,0,0,
deparlak,de.htwg.mdsd.xtext.portals,https://github.com/deparlak/de.htwg.mdsd.xtext.portals,1,0,41,Experimental/Personal,,,YES,2,4.5,41,100,11,1,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
shashwatanand,org.shashwat.xtext.smallJava,https://github.com/shashwatanand/org.shashwat.xtext.smallJava,0,0,333,Experimental/Personal,,,YES,2,9,0,0,31,9,YES,1,9,grammar-driven,YES,2,2,NO,0,0,
mmalohlava,gpp-for-xtext-master-thesis,https://github.com/mmalohlava/gpp-for-xtext-master-thesis,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
dexz92,Integrating-Xtext-and-JavaRAG,https://github.com/dexz92/Integrating-Xtext-and-JavaRAG,0,0,0,Training/Examples,,,YES,3,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
Rodolfocostapr,org.xtext.example.pascalitoOld,https://github.com/Rodolfocostapr/org.xtext.example.pascalitoOld,0,0,0,Experimental/Personal,,,YES,2,7,0,0,-29,-2,NO,0,0,grammar-driven,YES,2,1,NO,0,0,
LiamWalsh98,nusmv-xtext-lsp,https://github.com/LiamWalsh98/nusmv-xtext-lsp,0,1,651,Language,NuSMV,YES,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
fuinorg,xsample,https://github.com/fuinorg/xsample,1,0,2964,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
florianpirchner,beantypes,https://github.com/florianpirchner/beantypes,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,YES,1,2,not applicable,NO,0,0,NO,0,0,
cdietrich,xtext-gradle-plugin-issue-61,https://github.com/cdietrich/xtext-gradle-plugin-issue-61,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
rdurelli,com.br.refactoring.xtext.dsl.ui,https://github.com/rdurelli/com.br.refactoring.xtext.dsl.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
threadedblue,org.eclipse.xtext.example.domainmodel.tests,https://github.com/threadedblue/org.eclipse.xtext.example.domainmodel.tests,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
rdurelli,com.br.refactoring.xtext.dsl.tests,https://github.com/rdurelli/com.br.refactoring.xtext.dsl.tests,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
shashwatanand,org.shashwat.xtext.smallJava.ui,https://github.com/shashwatanand/org.shashwat.xtext.smallJava.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
tmtron,xtext.eclipse.15minExtended.project,https://github.com/tmtron/xtext.eclipse.15minExtended.project,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
chqu1012,MetroUiDescriper,https://github.com/chqu1012/MetroUiDescriper,3,1,0,Language,JavaFX application customization,,NO,0,0,0,0,0,0,YES,1,1,not applicable,NO,0,0,NO,0,0,
eventB-Soton,XUML_B,https://github.com/eventB-Soton/XUML_B,4,0,669,Language,Behavior-driven modelig,,YES,1,3,101,15.1,0,-1,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
jacruzca,xtext-multilanguage-multiple-target-impl-reuse,https://github.com/jacruzca/xtext-multilanguage-multiple-target-impl-reuse,0,0,26,Experimental/Personal,,,YES,7,1.29,26,100,0.57,0.14,YES,7,1.29,grammar-driven,YES,7,1,YES,7,1,
qscdfg,mybash,https://github.com/qscdfg/mybash,0,1,0,Language,bash,YES,YES,1,2,0,0,1,0,YES,1,2,grammar-driven,YES,1,1,NO,0,0,
eirikg,XbaseSiriusIntegration,https://github.com/eirikg/XbaseSiriusIntegration,0,0,268,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
nohum,android-code-generation,https://github.com/nohum/android-code-generation,0,2,60,Training/Examples,,,YES,1,18,17,28.33,214,37,YES,1,12,grammar-driven,YES,1,1,NO,0,0,
gvd,zest-sm,https://github.com/gvd/zest-sm,0,1,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
uqbar-paco,declaratividad-orm-java,https://github.com/uqbar-paco/declaratividad-orm-java,0,0,422,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,2,1,YES,1,1,
shashwatanand,org.shashwat.xtext.smallJava.tests,https://github.com/shashwatanand/org.shashwat.xtext.smallJava.tests,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
dhakehurst,net.akehurst.example.xtext.vertx.lsp,https://github.com/dhakehurst/net.akehurst.example.xtext.vertx.lsp,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
hakimuga,BIP-language,https://github.com/hakimuga/BIP-language,0,0,679,Language,IoT,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
goldschmiede,2011-04-29_xtext_service_repository,https://github.com/goldschmiede/2011-04-29_xtext_service_repository,0,0,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
markusvoelter,DSLEngBook-Xtext-P3Demo,https://github.com/markusvoelter/DSLEngBook-Xtext-P3Demo,1,1,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,1,NO,0,0,
ESIR2Compilation,PrettyPrinter,https://github.com/ESIR2Compilation/PrettyPrinter,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
bmael,MVCLang,https://github.com/bmael/MVCLang,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
renaudhelias,MameVHDL,https://github.com/renaudhelias/MameVHDL,0,0,681,Language,VHDL,YES,YES,1,1,0,0,0,0,YES,2,1,metamodel-driven,YES,1,1,NO,0,0,
felipedf,compiler,https://github.com/felipedf/compiler,0,0,867,Language,C,YES,YES,2,10,41,4.73,568,30,YES,1,8,grammar-driven,YES,1,1,NO,0,0,
marcotinacci,XTuring,https://github.com/marcotinacci/XTuring,0,0,21,Training/Examples,,,YES,2,2,0,0,-6,0,YES,2,1,metamodel-driven,YES,2,1,NO,0,0,
threadedblue,org.eclipse.xtext.example.domainmodel.ui,https://github.com/threadedblue/org.eclipse.xtext.example.domainmodel.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
joergreichert,OperationsResearch,https://github.com/joergreichert/OperationsResearch,0,1,1245,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,3,grammar-driven,YES,1,5,NO,0,0,
tommyettinger,julepp,https://github.com/tommyettinger/julepp,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
masters-info-nantes,SmokingText,https://github.com/masters-info-nantes/SmokingText,0,0,43,Experimental/Personal,,,YES,1,5,22,51.16,1,0,YES,3,2.33,Both,YES,1,1,NO,6,1,
daniel-laszlo,temalabor,https://github.com/daniel-laszlo/temalabor,0,1,38,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
Quingo,compiler_xtext,https://github.com/Quingo/compiler_xtext,0,1,908,Language,Quantum computing,,YES,1,3,291,32.05,37,1,NO,0,0,grammar-driven,YES,1,2,YES,130,1.02,
vorburger,FormGeneratorPOC,https://github.com/vorburger/FormGeneratorPOC,0,2,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
nittka,pocesl,https://github.com/nittka/pocesl,0,0,11,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
logicfish,POMText,https://github.com/logicfish/POMText,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
cdietrich,https---github.com-meysholdt-xtext_stateful_lexer,https://github.com/cdietrich/https---github.com-meysholdt-xtext_stateful_lexer,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
jpaw,bonaparte-apidsl,https://github.com/jpaw/bonaparte-apidsl,0,0,925,Language,API description,,YES,1,8,925,100,233,28,NO,0,0,grammar-driven,YES,1,4,NO,0,0,
meysholdt,performance_probes,https://github.com/meysholdt/performance_probes,0,1,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
avaranovich,megal-xtext,https://github.com/avaranovich/megal-xtext,2,0,996,Language,Megamodeling,,YES,1,27,821,82.43,14,5,YES,1,24,metamodel-driven,YES,2,2.5,YES,21,6.38,
trifonnt,net.adempiere.dsl.properties.spring.parent,https://github.com/trifonnt/net.adempiere.dsl.properties.spring.parent,0,0,1000,Language,Code Generation,,YES,1,2,1000,100,8,0,YES,1,1,grammar-driven,YES,1,2,NO,0,0,
cokeSchlumpf,bashdsl,https://github.com/cokeSchlumpf/bashdsl,0,1,1064,Language,Structured shell scripts,,YES,2,2,1064,100,26,5,YES,1,2,grammar-driven,YES,2,1,NO,0,0,
ceefour,emf-sandbox,https://github.com/ceefour/emf-sandbox,0,1,0,Experimental/Personal,,,NO,0,0,0,0,0,0,YES,2,2.5,not applicable,NO,0,0,NO,0,0,
nittka,Jtag,https://github.com/nittka/Jtag,1,2,1071,Language,image tagging,,YES,1,13,1071,100,15,3,NO,0,0,grammar-driven,YES,1,2,YES,6,1,
mythicfreak,aomxsgrammar,https://github.com/mythicfreak/aomxsgrammar,1,0,1175,Language,Game,,YES,1,7,851,72.43,88,12,YES,1,6,grammar-driven,YES,1,1,NO,0,0,
nittka,Xarchive,https://github.com/nittka/Xarchive,0,0,1189,Language,Document management system,,YES,1,14,1189,100,75,14,NO,0,0,grammar-driven,YES,1,1,YES,4,2,
rquinio,ck2xtext,https://github.com/rquinio/ck2xtext,0,2,1223,Language,Crusader Kings 2 Modding,YES,YES,3,2,134,10.96,8.67,1,YES,2,3.5,grammar-driven,YES,1,7,YES,28,1.04,
DavidFosterLuhmann,high-dim,https://github.com/DavidFosterLuhmann/high-dim,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
test-editor,deprecated-test-editor-index-backend,https://github.com/test-editor/deprecated-test-editor-index-backend,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
sidz8690,EasyUnit,https://github.com/sidz8690/EasyUnit,0,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
lsotnk,lsotnk.xbase.launching,https://github.com/lsotnk/lsotnk.xbase.launching,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Minres,CoreDSL,https://github.com/Minres/CoreDSL,2,8,1229,Language,Processor cores,,YES,1,73,1158,94.22,42,2,NO,0,0,grammar-driven,YES,1,7,YES,5,2,
graph-quilt,graphql-xtext,https://github.com/graph-quilt/graphql-xtext,6,22,1298,Language,Graph queries,,YES,1,7,1197,92.22,16,2,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
softlang,megal-xtext,https://github.com/softlang/megal-xtext,0,0,1411,Language,Linguistic architecture modeling,,YES,1,27,821,58.19,14,5,YES,1,24,metamodel-driven,YES,2,2.5,YES,21,6.38,
raghvendra-v,tosca-yaml-lsp,https://github.com/raghvendra-v/tosca-yaml-lsp,1,3,1439,Language,Cloud,YES,YES,1,3,48,3.34,70,18,NO,0,0,grammar-driven,YES,1,2,YES,1,2,
RvonMassow,xDoc,https://github.com/RvonMassow/xDoc,15,33,1628,Language,Documentation,,YES,1,15,501,30.77,57,7,YES,2,6.5,metamodel-driven,YES,5,8.2,YES,23,3.09,
N0P0x90,EclipseExamples,https://github.com/N0P0x90/EclipseExamples,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,2,1,Both,YES,1,1,NO,0,0,
martinmuellenberg,cityplanning,https://github.com/martinmuellenberg/cityplanning,0,1,2,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
