Owner,Repo,Ecore File,Containing Folder
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/CommunicationsStatus.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/DeploymentDevices.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/Events.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/Gpios.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/GpiosActuators.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/GpiosEvents.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/HealthMonitors.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/IotProyects.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/OperatingSystemActuators.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/Programs.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/Servers.ecore,model
cesarlaso,tfm-udima-arquitectura-del-software-dsl-ecore-xtext-emf,eclipse-emf-udima/es.udima.cesarlaso.tfm/model/Timers.ecore,model
houssemradhouane,Meta-Modelisation-of-Games-Using-UML-Eclipse-Xtext-Acceleo-JAVA,not applicable,not applicable
houssemradhouane,Meta-Modelisation-of-Games-Using-UML-Eclipse-Xtext-Acceleo-JAVA,not applicable,not applicable
mdsd-team-1,domain-specific-language,org.example.domainmodel/model/generated/Domainmodel.ecore,generated
PalladioSimulator,Palladio-Editors-VSCode,not applicable,not applicable
PalladioSimulator,Palladio-Editors-VSCode,not applicable,not applicable
nils-christian,xtend-active-annotation-issue,not applicable,not applicable
nils-christian,xtend-active-annotation-issue,not applicable,not applicable
modicio,feature-dsl-tools,not applicable,not applicable
modicio,feature-dsl-tools,not applicable,not applicable
HBuender,Aim42Visualizer,not applicable,not applicable
HBuender,Aim42Visualizer,not applicable,not applicable
scanyboss,ide-yourdsl,not applicable,not applicable
scanyboss,ide-yourdsl,not applicable,not applicable
spirvdev,dumpsymb,not applicable,not applicable
spirvdev,dumpsymb,not applicable,not applicable
thlaegler,edilang,not applicable,not applicable
thlaegler,edilang,not applicable,not applicable
agonzalezgaliana,mydsl-language-server,not applicable,not applicable
agonzalezgaliana,mydsl-language-server,not applicable,not applicable
codezork,DSL-Blog,not applicable,not applicable
codezork,DSL-Blog,not applicable,not applicable
LorenzoBettini,issue-2000-example,not applicable,not applicable
LorenzoBettini,issue-2000-example,not applicable,not applicable
trifonnt,net.adempiere.dsl.properties.spring.parent,net.adempiere.dsl.properties.spring/model/generated/PropMod.ecore,generated
scanyboss,hello-world-language,not applicable,not applicable
scanyboss,hello-world-language,not applicable,not applicable
joerg-holtmann,Pretty-Printer_Language-Analysis,not applicable,not applicable
joerg-holtmann,Pretty-Printer_Language-Analysis,not applicable,not applicable
coffeeframework,HLVL,not applicable,not applicable
coffeeframework,HLVL,not applicable,not applicable
HermanPeeren,eJSL-MPS,not applicable,not applicable
HermanPeeren,eJSL-MPS,not applicable,not applicable
kukulkan-project,kukulkan-language-server,mx.infotec.dads.kukulkan.dsl.parent/mx.infotec.dads.kukulkan.dsl/model/generated/Kukulkan.ecore,generated
mdsd-team-1,dsl-layered-style,not applicable,not applicable
mdsd-team-1,dsl-layered-style,not applicable,not applicable
larissafiorini,t2-lingProg,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
ragben,NetzDsl,not applicable,not applicable
ragben,NetzDsl,not applicable,not applicable
Cosimo5lli,assertx-swing,org.assertx.swing.parent/org.assertx.swing/model/generated/AssertXSwing.ecore,generated
gyaltso,Eclipse-Training-Schedules,not applicable,not applicable
gyaltso,Eclipse-Training-Schedules,not applicable,not applicable
wzurborg,xtend-example,not applicable,not applicable
wzurborg,xtend-example,not applicable,not applicable
kyberszittya,simple-ros-code-generator,hu.sze.aut.ros.network.model/model/rosnetworkmodel.ecore,model
kyberszittya,simple-ros-code-generator,hu.sze.jkk.middleware.statepubsub.model/model/statepubsubmodel.ecore,model
LinguaPhylo,linguaPhyloDSL,not applicable,not applicable
LinguaPhylo,linguaPhyloDSL,not applicable,not applicable
dsanmartins,Entidades,not applicable,not applicable
dsanmartins,Entidades,not applicable,not applicable
opcoach,datasample,com.opcoach.datasample.model/model/dataSample.ecore,model
bujosa,smart-dsl,not applicable,not applicable
bujosa,smart-dsl,not applicable,not applicable
robinguill,DSL_UML_INSA,not applicable,not applicable
robinguill,DSL_UML_INSA,not applicable,not applicable
DedalArmy,SpringDSLJava,not applicable,not applicable
DedalArmy,SpringDSLJava,not applicable,not applicable
LiamWalsh98,tumlrt-language-server,not applicable,not applicable
LiamWalsh98,tumlrt-language-server,not applicable,not applicable
jonev,HTTP-REST-test-DSL,xtext.http.rest.testsuite/model/generated/TestSuite.ecore,generated
ElBilbao,DSL-Wizard-Creator,wizard/model/wizard.ecore,model
ooaa30,Wail,org.xtext.wesnoth.wail/model/generated/Wail.ecore,generated
Wilson008,GrammarGenerator,not applicable,not applicable
Wilson008,GrammarGenerator,not applicable,not applicable
ScytherTool,dsl,ScytherDSL/model/generated/Scyther.ecore,generated
NaoMod,MiniTL,not applicable,not applicable
NaoMod,MiniTL,not applicable,not applicable
ryangarvey,mde-spec,language/org.mde.spec/model/generated/Spec.ecore,generated
bfMarcelino,SchemeLP,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
henriklange,ifcBrickConvert,not applicable,not applicable
henriklange,ifcBrickConvert,not applicable,not applicable
osarenogae,fault_trees_textual_editor,not applicable,not applicable
osarenogae,fault_trees_textual_editor,not applicable,not applicable
claudenirmf,TPTP-Editor,it.unibz.inf.tptp.parent/it.unibz.inf.tptp/model/generated/TPTP.ecore,generated
augustin-rialan,IDM,qcm/model/qcm.ecore,model
henriklange,ifcBrickConvertDsl,org.xtext.ifcbrickconvert.mydsl/model/generated/IfcBrick.ecore,generated
PikaQin,XModel-Code-Converter,源代码/org.xtext.example.xmodel/model/generated/XModel.ecore,generated
helloyaqin,XModel-Code-Converter,源代码/org.xtext.example.xmodel/model/generated/XModel.ecore,generated
Garlo13,CEPStaticAnalysis,org.xtext.tfg.esper/model/generated/Esper.ecore,generated
Frederic-Boulanger-UPS,MiniARM-feature,not applicable,not applicable
Frederic-Boulanger-UPS,MiniARM-feature,not applicable,not applicable
Jaddison011,C4EventB,not applicable,not applicable
Jaddison011,C4EventB,not applicable,not applicable
MDEGroup,metatemplating,metaGenExecutive/model/iot1-domain.ecore,model
MDEGroup,metatemplating,metaGenExecutive/model/iot1.ecore,model
MDEGroup,metatemplating,metaGenExecutive/model/iot2-domain.ecore,model
MDEGroup,metatemplating,metaGenExecutive/model/iot2.ecore,model
MDEGroup,metatemplating,org.xtext.metatemplating/model/generated/MetaTemplating.ecore,generated
abdullah-4Mohammed,AWS-EC2-Service_DSL-EMF,not applicable,not applicable
abdullah-4Mohammed,AWS-EC2-Service_DSL-EMF,not applicable,not applicable
grammeaway,math-interpreter-dsl,not applicable,not applicable
grammeaway,math-interpreter-dsl,not applicable,not applicable
ahmedsaleh1998,concept_project,not applicable,not applicable
ahmedsaleh1998,concept_project,not applicable,not applicable
Chaimaa-Louahabi,Model-Driven-Engineering,not applicable,not applicable
Chaimaa-Louahabi,Model-Driven-Engineering,not applicable,not applicable
fayssalElAnsari,Kotlin-Meta-Model,not applicable,not applicable
fayssalElAnsari,Kotlin-Meta-Model,not applicable,not applicable
MisbahAwan,SeamlessRuntimeTransformations,not applicable,not applicable
MisbahAwan,SeamlessRuntimeTransformations,not applicable,not applicable
ProjetoDSL,CanopusDesign,not applicable,not applicable
ProjetoDSL,CanopusDesign,not applicable,not applicable
Ryuzaki101,Workbench,not applicable,not applicable
Ryuzaki101,Workbench,not applicable,not applicable
eclipse,xtext,not applicable,not applicable
eclipse,xtext,not applicable,not applicable
eclipse,xtext-core,org.eclipse.xtext.ide.tests/model/generated/IndentationAwareUiTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.ide.tests/model/generated/PartialContentAssistTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.ide.tests/model/generated/PartialSerializationTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.ide.tests/model/generated/RenameTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.ide.tests/model/generated/TestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.ide.tests/testlang-src/org/eclipse/xtext/ide/tests/testlanguage/WithTransient.ecore,testlanguage
eclipse,xtext-core,org.eclipse.xtext.testlanguages/model/generated/BeeLangTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.testlanguages/model/generated/FileAwareTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.testlanguages/model/generated/NestedRefsTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.testlanguages/model/generated/NoJdtTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.testlanguages/model/generated/XtextGrammarTestLanguage.ecore,generated
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/XtextGrammarTestLanguage.ecore,xtext
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/dummy/DummyTestLanguage.ecore,dummy
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/enumrules/EnumAndReferenceTestLanguage.ecore,enumrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/enumrules/EnumRulesTestLanguage.ecore,enumrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/enumrules/MultiRuleEnumTestLanguage.ecore,enumrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/formatting2/internal/FormatterTestLanguage.ecore,internal
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/formatting2/regionaccess/internal/RegionAccessTestLanguage.ecore,internal
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/generator/ecore/EcoreFragmentTestLanguage.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/generator/ecore/SubTestLanguage.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/generator/ecore/SuperTestLanguage.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/grammarinheritance/BaseInheritanceTestLanguage.ecore,grammarinheritance
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/grammarinheritance/ConcreteTestLanguage.ecore,grammarinheritance
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/grammarinheritance/InheritanceTest2Language.ecore,grammarinheritance
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/grammarinheritance/InheritanceTestLanguage.ecore,grammarinheritance
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/index/IndexTestLanguage.ecore,index
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/lexer/BacktrackingLexerTestLanguage.ecore,lexer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/lexer/IgnoreCaseLexerTestLanguage.ecore,lexer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/AbstractIgnoreCaseLinkingTestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/Bug287988TestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/Bug289059TestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/Bug313089TestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/Bug362902.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/IgnoreCaseImportsTestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/IgnoreCaseNamespacesTestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/ImportUriTestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/LangATestLanguage.ecore,linking
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/linking/lazy/Bug311337TestLanguage.ecore,lazy
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/metamodelreferencing/tests/EcoreReferenceTestLanguage.ecore,tests
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/metamodelreferencing/tests/MetamodelRefTestLanguage.ecore,tests
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/metamodelreferencing/tests/MultiGenMMTestLanguage.ecore,tests
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug289515TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug289524ExTestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug289524TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug296889ExTestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug296889TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug299237TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug301935TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug378967TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug406914TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/Bug443221TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/antlr/GH1462TestLanguage.ecore,antlr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/assignments/AssignmentsTestLanguage.ecore,assignments
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/assignments/Bug287184TestLanguage.ecore,assignments
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/assignments/Bug288432TestLanguage.ecore,assignments
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/datatyperules/DatatypeRulesTestLanguage.ecore,datatyperules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/encoding/EncodingTestLanguage.ecore,encoding
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/epatch/EpatchTestLanguage.ecore,epatch
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/fragments/FragmentTestLanguage.ecore,fragments
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/indentation/IndentationAwareTestLanguage.ecore,indentation
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/keywords/KeywordsTestLanguage.ecore,keywords
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/parameters/ParametersTestLanguage.ecore,parameters
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/Bug292245TestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/Bug297105TestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/Bug317840TestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/EcoreTerminalsTestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/HiddenTerminalsTestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/TerminalRulesTestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/UnicodeTestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/terminalrules/XtextTerminalsTestLanguage.ecore,terminalrules
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/unorderedGroups/BacktrackingBug325745TestLanguage.ecore,unorderedGroups
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/unorderedGroups/UnorderedGroupsTestLanguage.ecore,unorderedGroups
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/formatter/FormatterTestLanguage.ecore,formatter
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/formatter/FormatterTestLanguage2.ecore,formatter
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/impl/Bug305397.ecore,impl
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/impl/CommentAssociationTestLanguage.ecore,impl
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/reconstr/Bug299395TestLanguage.ecore,reconstr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/reconstr/Bug302128TestLanguage.ecore,reconstr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/reconstr/ComplexReconstrTestLanguage.ecore,reconstr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/reconstr/SerializationBug269362TestLanguage.ecore,reconstr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/reconstr/SerializationErrorTestLanguage.ecore,reconstr
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/transientvalues/TransientValuesTest.ecore,transientvalues
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/unassignedtext/UnassignedTextTestLanguage.ecore,unassignedtext
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/Bug385636.ecore,resource
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/EObjectAtOffsetTestLanguage.ecore,resource
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/LiveContainerBuilderIntegerationTestLanguage.ecore,resource
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/LiveContainerTestLanguage.ecore,resource
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/LocationProviderTestLanguage.ecore,resource
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/AssignmentFinderTestLanguage.ecore,serializer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/ContextFinderTestLanguage.ecore,serializer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/HiddenTokenSequencerTestLanguage.ecore,serializer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/SequencerTestLanguage.ecore,serializer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/SyntacticSequencerTestLanguage.ecore,serializer
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/ActionTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/ActionTestLanguage2.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/ActionTestLanguage3.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/FowlerDslTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/LookaheadTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/OptionalEmptyTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/PartialParserTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/ReferenceGrammarTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/SimpleExpressionsTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/TestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/TreeTestLanguage.ecore,testlanguages
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/testlanguages/indent/IndentationAwareTestLanguage.ecore,indent
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/validation/ConcreteSyntaxValidationTestLanguage.ecore,validation
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/valueconverter/Bug250313.ecore,valueconverter
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/valueconverter/QualifiedNameTestLanguage.ecore,valueconverter
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/xtext/ecoreInference/MultiValueFeatureTestLanguage.ecore,ecoreInference
eclipse,xtext-core,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/xtext/ecoreInference/UnassignedRuleCallTestLanguage.ecore,ecoreInference
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/enumrules/enums.ecore,enumrules
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/generator/ecore/First.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/generator/ecore/GenModelAccessTest.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/generator/grammarAccess/ametamodel.ecore,grammarAccess
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/grammarinheritance/ametamodel.ecore,grammarinheritance
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/linking/lazy/LazyLinking.ecore,lazy
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/linking/lazy/LazyLinkingTestLanguage.ecore,lazy
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcorePerNsURI.ecore,tests
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcorePerPlatformPlugin.ecore,tests
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcorePerPlatformResource.ecore,tests
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/parser/PartialParsingTestUtil.ecore,parser
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/parsetree/impl/CrossContainment.ecore,impl
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/resource/ecore/iso-8859-1.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/resource/ecore/utf16.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/resource/ecore/utf8.ecore,ecore
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/resource/mydsl.ecore,resource
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/util/GenericsTest.ecore,util
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/xtext/Foo.ecore,xtext
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/xtext/ecoreInference/multiinheritancetest.ecore,ecoreInference
eclipse,xtext-core,org.eclipse.xtext.tests/src/org/eclipse/xtext/xtext/ecoreInference/test.ecore,ecoreInference
eclipse,xtext-core,org.eclipse.xtext.xtext.generator/src-gen/org/eclipse/xtext/xtext/generator/parser/antlr/splitting/SimpleExpressions.ecore,splitting
eclipse,xtext-core,org.eclipse.xtext/org/eclipse/xtext/Xtext.ecore,xtext
eclipse,xtext-xtend,org.eclipse.xtend.core/model/RichStrings.ecore,model
eclipse,xtext-xtend,org.eclipse.xtend.core/model/Xtend.ecore,model
eclipse,xtext-eclipse,org.eclipse.xtext.builder.tests/model/generated/BuilderTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.builder/model/BuilderState.ecore,model
eclipse,xtext-eclipse,org.eclipse.xtext.builder/model/Trace.ecore,model
eclipse,xtext-eclipse,org.eclipse.xtext.common.types.eclipse.tests/model/generated/ContentAssistTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.common.types.eclipse.tests/model/generated/RefactoringTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.codetemplates/model/generated/Codetemplates.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/BacktrackingContentAssistTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/BmTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug286935TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug287941TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug288734TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug288760TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug289187TestLanguage.ecore,generated
