Owner,Repo,Ecore File,Containing Folder
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/referencesMultiple/My.ecore,referencesMultiple
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/referencesSingle/My.ecore,referencesSingle
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveAbstractSubclassesOfConcreteSuperclasses/TestEcore.ecore,resolveAbstractSubclassesOfConcreteSuperclasses
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveClassificationByHierarchy/TestEcore.ecore,resolveClassificationByHierarchy
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveConcreteAbstractMetaclass/TestEcore.ecore,resolveConcreteAbstractMetaclass
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveDeadClassifiers/TestEcore.ecore,resolveDeadClassifiers
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveDeadClassifiersAlwaysTrue/TestEcore.ecore,resolveDeadClassifiersAlwaysTrue
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveDeadClassifiersParallel/TestEcoreReferred.ecore,resolveDeadClassifiersParallel
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveDeadClassifiersParallel/TestEcoreReferring.ecore,resolveDeadClassifiersParallel
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveDuplicatedFeatures/TestEcore.ecore,resolveDuplicatedFeatures
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveDuplicatedFeaturesInSubclasses/TestEcore.ecore,resolveDuplicatedFeaturesInSubclasses
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/resolveRedundantContainers/TestEcore.ecore,resolveRedundantContainers
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/simpleTestData/My.ecore,simpleTestData
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/simpleTestData/PersonList.ecore,simpleTestData
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/simpleTestData/SingleContainment.ecore,simpleTestData
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitAndMergeAttributes/PersonList.ecore,splitAndMergeAttributes
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitAndMergeFeatureContainment/PersonList.ecore,splitAndMergeFeatureContainment
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitAndMergeFeatureNonContainment/PersonList.ecore,splitAndMergeFeatureNonContainment
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitAttributes/PersonList.ecore,splitAttributes
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitClass/TestEcore.ecore,splitClass
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitFeatureContainment/PersonList.ecore,splitFeatureContainment
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitFeatureNonContainment/PersonList.ecore,splitFeatureNonContainment
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/splitFeatureNonContainmentShared/PersonList.ecore,splitFeatureNonContainmentShared
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/subclassesToEnum/PersonList.ecore,subclassesToEnum
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/subclassesToEnumSubclassesNotEmpty/PersonList.ecore,subclassesToEnumSubclassesNotEmpty
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/subclassesToEnumSubclassesWrongSubclasses/PersonList.ecore,subclassesToEnumSubclassesWrongSubclasses
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/subclassesToEnumSubclassesWrongSubclassesParallel/PersonList.ecore,subclassesToEnumSubclassesWrongSubclassesParallel
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/subclassesToEnumSubclassesWrongSubclassesParallel/PersonListReferring.ecore,subclassesToEnumSubclassesWrongSubclassesParallel
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/toUpperCaseStringAttributes/My.ecore,toUpperCaseStringAttributes
LorenzoBettini,edelta,edelta.parent/edelta.testdata/testdata/toUpperCaseStringAttributesMultiple/My.ecore,toUpperCaseStringAttributesMultiple
LorenzoBettini,edelta,edelta.parent/edelta.testprojects.first/model/My1.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.testprojects.second/model/My2.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.tests/src/edelta/tests/input/models/AnotherSimple.ecore,models
LorenzoBettini,edelta,edelta.parent/edelta.tests/src/edelta/tests/input/models/EcoreForTests.ecore,models
LorenzoBettini,edelta,edelta.parent/edelta.tests/src/edelta/tests/input/models/PersonList.ecore,models
LorenzoBettini,edelta,edelta.parent/edelta.tests/src/edelta/tests/input/models/Simple.ecore,models
LorenzoBettini,edelta,edelta.parent/edelta.tests/src/edelta/tests/input/models/TestEcoreForReferences1.ecore,models
LorenzoBettini,edelta,edelta.parent/edelta.tests/src/edelta/tests/input/models/TestEcoreForReferences2.ecore,models
LorenzoBettini,edelta,edelta.parent/edelta.tests/testecores/foo.ecore,testecores
LorenzoBettini,edelta,edelta.parent/edelta.ui.tests.project/model/My.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.ui.tests.project/model/MySubPackages.ecore,model
sebastianbenz,xgherkin,de.sebastianbenz.xgherkin/src-gen/de/sebastianbenz/xgherkin/Gherkin.ecore,xgherkin
vladdu,xtext.unittesting,examples/org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
slizaa,slizaa-opencypher-xtext,not applicable,not applicable
xpomul,cdo-xtext,examples/net.winklerweb.cdoxtext.example.graphix/model/graphix.ecore,model
mark-christiaens,Xtext-Models-Stats-View,not applicable,not applicable
TypeFox,xtext-jflex,not applicable,not applicable
vorburger,eclipse-typescript-xtext,not applicable,not applicable
patrickneubauer,XMLText,not applicable,not applicable
xtext,org.xtext.antlr.generator,not applicable,not applicable
boalang,xtext-ide,not applicable,not applicable
nittka,terminology,not applicable,not applicable
veraPDF,veraPDF-model-syntax,not applicable,not applicable
TypeFox,languageserver-example,not applicable,not applicable
Hellmy,plantuml-eclipse-xtext,not applicable,not applicable
stephanrauh,JSFLibraryGenerator,de.beyondjava.xtext.jsf/model/generated/ComponentLanguage.ecore,generated
loonwerks,jkind-xtext,jkind.xtext/model/generated/JKind.ecore,generated
TatyPerson,Xtext2Sonar,not applicable,not applicable
TypeFox,xtext-vscode,not applicable,not applicable
svenefftinge,Xtext-Workshop-Development-Workspace,not applicable,not applicable
cdietrich,xtext-uml-example,org.xtext.example.umldsl/model/generated/UmlDsl.ecore,generated
cdietrich,xtext-maven-example,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
marklemay,tptpParser,not applicable,not applicable
borgar,xtexts,not applicable,not applicable
uqbar-project,xtext-tortuga-lang,org.uqbar.paco.dsl.tortuga/model/generated/TortugaDSL.ecore,generated
dslmeinte,Xtext1-DSLs,not applicable,not applicable
applause,applause,tooling/org.applause.lang/src-gen/org/applause/lang/ApplauseDsl.ecore,lang
LorenzoBettini,ecefrance2015-xtext-example,not applicable,not applicable
jcmm33,DirectXTextBlock,not applicable,not applicable
dhuebner,xtext-apidiff,not applicable,not applicable
appdev,XTextView,not applicable,not applicable
oehme,xtext-maven-example,language/0-initial/org.xtext.builddsl/model/generated/BuildDSL.ecore,generated
oehme,xtext-maven-example,language/1-simple/org.xtext.builddsl/model/generated/BuildDSL.ecore,generated
SMadani,ThriftMDE,metamodel/thrift.ecore,metamodel
xtext,xtext-external-editors,not applicable,not applicable
itemis,xtext-generator-vscode,examples/org.xtext.example.entities.parent/org.xtext.example.entities/model/generated/EntitiesDsl.ecore,generated
soluvas,ecommerce-sample,not applicable,not applicable
tianguanghui,xTextHandler-objc,not applicable,not applicable
meysholdt,xtext_stateful_lexer,not applicable,not applicable
holgerschill,XtextCon_Xcore_Maven,org.xtext.example.common.model/model/Common.ecore,model
holgerschill,XtextCon_Xcore_Maven,org.xtext.example.firstdsl.lang/model/generated/Lang.ecore,generated
holgerschill,XtextCon_Xcore_Maven,org.xtext.example.seconddsl.lang/model/generated/Lang.ecore,generated
scottopell,vim-xtext,not applicable,not applicable
itemis,xtext-debug-example-no-xbase,not applicable,not applicable
TypeFox,Xtext-XMI,io.typefox.xtextxmi.tree/model/Tree.ecore,model
joergreichert,XtextPlayground,not applicable,not applicable
wuwen1030,XTExtension,not applicable,not applicable
fuinorg,org.fuin.dsl.cqrs,org.fuin.dsl.cqrs.dsl/model/generated/CqrsDSL.ecore,generated
JanKoehnlein,EclipseCon2013_XtextTutorial,org.eclipse.xtext.tutorial.survey/src-gen/org/eclipse/xtext/tutorial/survey/Survey.ecore,survey
avaranovich,megal-xtext,org.softlang.megal/model/Megal.ecore,model
fuinorg,org.fuin.dsl.ddd,not applicable,not applicable
arturboronat,xtext.domainmodel,org.example.domainmodel.parent/org.example.domainmodel/model/generated/Domainmodel.ecore,generated
otrosien,xtext-perl,org.epic.perl/model/generated/Perl.ecore,generated
cmendible,Hexa.xText,not applicable,not applicable
SciSpike,yaktor-dsl-xtext,conversation/io.yaktor.conversation.as/model/access.ecore,model
SciSpike,yaktor-dsl-xtext,conversation/io.yaktor.conversation.as/model/conversation.ecore,model
SciSpike,yaktor-dsl-xtext,conversation/io.yaktor.conversation.as/model/types.ecore,model
SciSpike,yaktor-dsl-xtext,domain/io.yaktor.domain.as/src/model/domain.ecore,model
SciSpike,yaktor-dsl-xtext,domain/io.yaktor.domain.as/src/model/mongoNodeOptions.ecore,model
SciSpike,yaktor-dsl-xtext,domain/io.yaktor.domain.as/src/model/ormOptions.ecore,model
andrearn,org.fornax.soa.xtextservicerepository,plugins/org.xkonnex.repo.dsl.basedsl/model/generated/BaseDsl.ecore,generated
andrearn,org.fornax.soa.xtextservicerepository,plugins/org.xkonnex.repo.dsl.businessdsl/model/generated/BusinessDsl.ecore,generated
andrearn,org.fornax.soa.xtextservicerepository,plugins/org.xkonnex.repo.dsl.semanticsdsl/model/generated/SemanticsDsl.ecore,generated
andrearn,org.fornax.soa.xtextservicerepository,plugins/org.xkonnex.repo.dsl.sladsl/model/generated/SLADsl.ecore,generated
ujhelyiz,xtext-reflective,not applicable,not applicable
szarnekow,xtextcon-xbase-example,org.xtextcon.xbase.smarthome/model/generated/Rules.ecore,generated
bsi-software,org.eclipse.scout.xtext,org.eclipse.scout.saml/src-gen/org/eclipse/scout/saml/Saml.ecore,saml
cdietrich,xtext-languageserver-xbase-example,not applicable,not applicable
test-editor,deprecated-test-editor-xtext,not applicable,not applicable
awk-kazmin,eclipse_1C_xtext,org.xtext.onec/model/generated/OneC.ecore,generated
awk-kazmin,eclipse_1C_xtext,org.xtext.onec/model/src/XOneC.ecore,src
svenefftinge,fowlers-statemachine-with-expressions,org.xtext.example.mydsl/src-gen/org/xtext/example/mydsl/MyDsl.ecore,mydsl
copton,XTextExamples,akc/ch.ethz.inf.vs.akc/bin/ch/ethz/inf/vs/akc/Config.ecore,akc
GeekBugs,XTextView,not applicable,not applicable
akosyakov,org.xtext.example.mydsl.idea,org.eclipse.xtext.common.types.xtext.ui.RefactoringTestLanguage/src-gen/org/eclipse/xtext/common/types/xtext/ui/RefactoringTestLanguage.ecore,ui
akosyakov,org.xtext.example.mydsl.idea,org.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
akosyakov,org.xtext.example.mydsl.idea,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
vaulttec,isis-script,not applicable,not applicable
HBehrens,Xtext2Workshop,not applicable,not applicable
GrupoHunter,Kukuroo,declarativaMiniGobstones/miniGobstones/model/generated/MiniGobstones.ecore,generated
itemis,xtext-languageserver-example-lsp4e,not applicable,not applicable
fatalerrortan,Xtext_Xtend_HTML_Generator,ssf17.hausarbeit.xtan.mensa/model/generated/MyDsl.ecore,generated
spoenemann,xtext-gef,org.xtext.example.statemachine/model/generated/Statemachine.ecore,generated
Minres,RDL-Editor,not applicable,not applicable
svenefftinge,Guice-Modules-DSL,org.guicecon.modules/src-gen/org/guicecon/modules/GuiceModules.ecore,modules
LorenzoBettini,jbase,jbase/model/custom/Jbase.ecore,custom
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Testing/it.xtypes.examples/models/FJ.ecore,models
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Workspace/expr/src-gen/expr/ExprDemo.ecore,expr
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Workspace/gpp.tests.operators/src-gen/gpp/tests/operators/OperatorsTest.ecore,operators
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Workspace/it.xtypes.examples/models/FJ.ecore,models
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Workspace/it.xtypes.generator/src/typesystem/FJ.ecore,typesystem
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Workspace/it.xtypes.generator/src/typesystem/extlibrary.ecore,typesystem
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,Evaluation/Workspace/it.xtypes/src-gen/it/xtypes/TypeSystem.ecore,xtypes
hishidama,xtext-dmdl-editor,jp.hishidama.xtext.dmdl_editor/src-gen/jp/hishidama/xtext/dmdl_editor/DMDL.ecore,dmdl_editor
cmark,androtext,not applicable,not applicable
svenefftinge,homeautomation-example,org.xtext.homeautomation/model/generated/Rules.ecore,generated
SOM-Research,graphQL-xtext-grammar,not applicable,not applicable
janesser,frege-xtext,not applicable,not applicable
szarnekow,org.eclipse.e4.xcss,not applicable,not applicable
LorenzoBettini,xtext-scoping,org.xtext.example.helloscoping/org.xtext.example.helloscoping/src-gen/org/xtext/example/helloscoping/HelloScoping.ecore,helloscoping
JanKoehnlein,ESE-2010-Tutorial,org.eclipse.ese.android.model/model/android.ecore,model
spoenemann,xtext-orion,org.xtext.example.statemachine/model/generated/Statemachine.ecore,generated
Modaptix,xtext-expressions,org.modaptix.xtext.expressions/model/declared/ArithmeticExpression.ecore,declared
nittka,Jtag,not applicable,not applicable
erlide,erlide_xtext,plugins/org.erlide.erlang/model/erlang.ecore,model
erlide,erlide_xtext,plugins/org.erlide.erlang/src-gen/org/erlide/Erlang.ecore,erlide
cdietrich,xtext-forum-support-example,not applicable,not applicable
ESIR2Compilation,Langage-WHILE,org.xtext.langage_while/model/generated/Langage_while.ecore,generated
jhonatan89,gen-angular-grammar,uniandes.academia.generator/model/generated/Generator.ecore,generated
Sofiane-13,tutorialXtextSirius,not applicable,not applicable
eclipse-soc,amalgamation-examples,emf/plugins/org.eclipse.amalgam.tutorials.emf/model/Droid.ecore,model
eclipse-soc,amalgamation-examples,emf/plugins/org.eclipse.amalgam.tutorials.emf/src/org/eclipse/amalgam/tutorials/emf/droid/impl/droid.ecore,impl
dvdkruk,xtext-xsd-resourceprovider,not applicable,not applicable
marnix,metamath-eclipse-xtext,not applicable,not applicable
JanKoehnlein,Xtext-Syntax-View,not applicable,not applicable
planger,xtext-uml-experiment,not applicable,not applicable
rquinio,ck2xtext,ck2xtext/model/generated/Ck2.ecore,generated
rquinio,ck2xtext,ck2xtext/model/generated/Ck2Gfx.ecore,generated
mzaks,petrinet_dsl,de.bomzhi.petrinet/src-gen/de/bomzhi/petrinet/PetrinetDsl.ecore,petrinet
drnappalm,xtext,org.example.domainmodel/model/generated/Domainmodel.ecore,generated
drnappalm,xtext,org.examplye.jvdomainmodel/model/generated/DomainModel.ecore,generated
svenefftinge,Xtext-Workshop-Runtime-Workspace,not applicable,not applicable
martijndwars,XtextXT,not applicable,not applicable
nahni,xtextTessla,de.uniluebeck.isp.tessla.xtext/model/generated/TeSSLa.ecore,generated
baidty,xtextLearning,not applicable,not applicable
MoayadHn,XtextBDI,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
fzalila,XtextExperiments,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
Girish-Venkatesh,XTextSelenium,com.vmware.in.testframework/model/generated/TestFramework.ecore,generated
Vinayakatk,xtextScopes,xtextscopes/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
01Lizard10,XTextUML,org.xtext.example.umldsl/model/generated/UmlDsl.ecore,generated
Salome-Maro,XtextUtils,not applicable,not applicable
fanghuixing,XtextApricot,org.xtext.fofo.apricot/model/generated/Apricot.ecore,generated
mraminella,xtextTests,not applicable,not applicable
Alma2015RSABSAWA,XtextLangage,not applicable,not applicable
myorb,XTextParser,not applicable,not applicable
Jhinnn,XTextView,not applicable,not applicable
kathisai,xtextSample,org.xtext.entites.entities/model/generated/Entities.ecore,generated
huibo-shi,XtextExamples,fr.itemis.xtext.example.kwdl.parent/fr.itemis.xtext.example.kwdl/model/generated/Kwdl.ecore,generated
huibo-shi,XtextExamples,fr.itemis.xtext.example.test.parent/fr.itemis.xtext.example.test/model/generated/Test.ecore,generated
osamu-k,XTextStudy,statemachine/org.xtext.example.statemachine/model/generated/Statemachine.ecore,generated
Treehopper,XTextTemplate,not applicable,not applicable
seba111,Xtext1,org.xtext.function/src-gen/org/xtext/function/Function.ecore,function
shinesamjacob,XtextExample,sam.xtext.mydsl/model/generated/MyDsl.ecore,generated
ajperalt,xtext,org.example.entites/bin/org/examples/entities/Entities.ecore,entities
ajperalt,xtext,org.example.entites/src-gen/org/examples/entities/Entities.ecore,entities
ajperalt,xtext,org.example.expressions/bin/org/example/expressions/Expressions.ecore,expressions
ajperalt,xtext,org.example.expressions/src-gen/org/example/expressions/Expressions.ecore,expressions
ajperalt,xtext,org.example.smalljava/src-gen/org/example/smalljava/SmallJava.ecore,smalljava
schakko,xtext-plugin-with-maven-tycho,not applicable,not applicable
colameo,xtext4roo,exampleDsl/de.saxsys.roo.xtext.example.somedsl/src-gen/de/saxsys/roo/xtext/example/somedsl/SomeDsl.ecore,somedsl
vinpereira,XtextToXMI,org.xtext.example.dsl/model/generated/Trace.ecore,generated
vinpereira,XtextToXMI,org.xtext.example.mapping/model/generated/Mapping.ecore,generated
JanKoehnlein,XtextCon2014,not applicable,not applicable
bink81,xtext-test,not applicable,not applicable
xtext42,xtext42-coding,not applicable,not applicable
borisbrodski,XtextBug437519,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
hypery2k,xText,not applicable,not applicable
borisbrodski,XtextBug453268,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
arnulfo-rodriguez,XtextClosureExample,org.arz.miniScript/src-gen/org/arz/MiniScript.ecore,arz
superxlx,XTextViewDemo,not applicable,not applicable
johnBened,XtextMyDSLExample,not applicable,not applicable
philiber92,XtextTestRepository,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
fabienfleureau,XtextAtStackoverflow,not applicable,not applicable
yunxiaocloud,XTextFieldLimtDemo,not applicable,not applicable
eclipse,xtext-gradle,not applicable,not applicable
Mensmec,THESIS_XTEXT,not applicable,not applicable
MacJariel,sandbox-dsl,org.mcj.karel/src-gen/org/mcj/karel/Karel.ecore,karel
chetanladdha,XtextFormatingHoverSample,not applicable,not applicable
ainslec,XTextCustomLexerExample,org.consoli.attributes/src-gen/org/consoli/customlexerexample/Attributes.ecore,customlexerexample
hem28,DSL_Xtext2.3,org.xtext.mydsl/src-gen/org/xtext/MyDsl.ecore,xtext
HBuender,XtextAndSiriusIntegration,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
meysholdt,EclipseCon2014_XtextTutorial,org.eclipse.xtext.tutorial.survey/model/generated/Survey.ecore,generated
jaimedelgado,Xtext,not applicable,not applicable
chris125964,xtext,not applicable,not applicable
DonRenando,xtext,model/generated/MyDsl.ecore,generated
martijndwars,Xtext,not applicable,not applicable
ozkandemir,XText,com.ykb.umap.dsl/model/generated/Product.ecore,generated
johnahfong,xtext,org.johnf.mydsl/model/generated/MyDsl.ecore,generated
johnahfong,xtext,org.johnf.mydsl1/model/generated/MyDsl.ecore,generated
johnahfong,xtext,org.johnf.mydsl2/model/generated/MyDsl.ecore,generated
Mensmec,Xtext,not applicable,not applicable
pellcorp,xtext,com.pellcorp.mydsl/model/generated/MyDsl.ecore,generated
Tutti91,Xtext,org.xtext.language/model/generated/Language.ecore,generated
ANCIT,xtext-examples,org.ancit.examples.emf/model/addressbook.ecore,model
DECENTSoftwareAssessment,dag.m1x,not applicable,not applicable
rmemory,xtext,plugins/org.rmemory.xcore.po.model/model/po.ecore,model
rmemory,xtext,plugins/org.rmemory.xtext.entities/model/generated/Entities.ecore,generated
rmemory,xtext,plugins/org.rmemory.xtext.po.dsl/org.rmemory.xtext.po.dsl/model/generated/PurchaseOrder.ecore,generated
rmemory,xtext,plugins/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
deb-sandeep,com.sandy.xtext.jovenotes.tests,not applicable,not applicable
yasuohosotani,Xtext,not applicable,not applicable
Nika24,Xtext,org.xtext.example.entity/model/generated/Entity.ecore,generated
BenediktNiehues,de.nie.fin,Plugins/de.nie.fin/bin/de/nie/fin/Fin.ecore,fin
BenediktNiehues,de.nie.fin,Plugins/de.nie.fin/src-gen/de/nie/fin/Fin.ecore,fin
AlexElvers,XText,not applicable,not applicable
lakzso,xtext,not applicable,not applicable
seba111,Xtext,org.xtext.library/src-gen/org/xtext/library/Library.ecore,library
MacJariel,xtext,not applicable,not applicable
tmtron,xtext.15minTutorial,not applicable,not applicable
blewis13,Boxes,org.example.boxes/model/boxes.ecore,model
DECENTSoftwareAssessment,famix.m3x,not applicable,not applicable
dslmeinte,SimScript,not applicable,not applicable
webdaford,aqleditor,not applicable,not applicable
goldschmiede,2012-02-03_dsls_mit_xtext,Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/bin/de/goldschmiede/bodsl/BusinessObjectDsl.ecore,bodsl
goldschmiede,2012-02-03_dsls_mit_xtext,Xtext-Xtend2-Tutorial/de.goldschmiede.bodsl/src-gen/de/goldschmiede/bodsl/BusinessObjectDsl.ecore,bodsl
goldschmiede,2012-02-03_dsls_mit_xtext,Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/bin/de/goldschmiede/mapdsl/MapDsl.ecore,mapdsl
goldschmiede,2012-02-03_dsls_mit_xtext,Xtext-Xtend2-Tutorial/de.goldschmiede.mapdsl/src-gen/de/goldschmiede/mapdsl/MapDsl.ecore,mapdsl
kthoms,org.eclipse.xtext.example.domainmodel,not applicable,not applicable
Reitzner,xtextmaven,com.agcs.eim.datastore.parent/com.agcs.eim.datastore/model/generated/Datavault.ecore,generated
hectorsun,xtextonboost,not applicable,not applicable
duck2,xtextbg,not applicable,not applicable
HolyCityAudio,SpinCAD-Builder,com.holycityaudio.spincad/model/generated/SpinCAD.ecore,generated
HolyCityAudio,SpinCAD-Builder,com.holycityaudio.spincadmenu/model/generated/SpinCADMenu.ecore,generated
ceefour,glproto,com.soluvas.glproto/src-gen/com/soluvas/glproto/Glproto.ecore,glproto
DECENTSoftwareAssessment,dag.m1x.tests,not applicable,not applicable
gvd,xtext-sm,com.ghvandoorn.xtext.statemachine/src-gen/com/ghvandoorn/xtext/statemachine/Dsl.ecore,statemachine
davidmpaz,php.ware.web.ui,not applicable,not applicable
DanielWeber,xtextext,not applicable,not applicable
fzalila,xtextfsm,org.xtext.example.mydsl3/model/generated/FSM.ecore,generated
DECENTSoftwareAssessment,dag.m1x.sdk,not applicable,not applicable
jgoppert,xmodelica,xmodelica/model/generated/Modelica.ecore,generated
Vinayakatk,xtextgeneratetest,not applicable,not applicable
deb-sandeep,com.sandy.xtext.jovenotes,model/generated/JoveNotes.ecore,generated
DECENTSoftwareAssessment,dag.m1x.ui,not applicable,not applicable
viatra,viatra-evm-xtext,com.incquerylabs.evm.xtext.example/model/generated/ExampleLanguage.ecore,generated
protossoftware,ReqText,plugins/de.protos.reqtext.parent/de.protos.reqtext/model/generated/ReqText.ecore,generated
meysholdt,e4dsl,org.eclipse.e4.ui.model.workbench.xtext/src/org/eclipse/e4/ui/model/workbench/TextualWorkbench.ecore,workbench
benzait27,Xtext.Promo,fr.pari10.miage.promo/model/generated/PromoDSL.ecore,generated
malakeel,myDsl,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
npalix,org.eclipse.xtext.example.arithmetics,not applicable,not applicable
sormgabriel,textual_verduler,not applicable,not applicable
ekowahyudi,examplextext,not applicable,not applicable
DECENTSoftwareAssessment,famix.m3x.ui,not applicable,not applicable
nakul02,sialx-xtext-ide,not applicable,not applicable
kduske-n4,DomainModel,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
Infoly,SmallJava,not applicable,not applicable
inakuhn,de.htwg.mdse.setgame.entities.parent,de.htwg.mdse.setgame.entities/model/generated/Entities.ecore,generated
mlanoe,x-vhdl,plugins/net.mlanoe.language.vhdl/model/vhdl.ecore,model
DECENTSoftwareAssessment,famix.m3x.tests,not applicable,not applicable
nkonev,CalcXtext,not applicable,not applicable
meysholdt,xtext_examples,not applicable,not applicable
manuelleduc,xtext-lib,not applicable,not applicable
xarvey,atom-xtext-package,not applicable,not applicable
LolloCorte,bpel-xtext,org.eclipse.xtext.bpel.tests/utili/Ecore.ecore,utili
LolloCorte,bpel-xtext,org.eclipse.xtext.example.arithmetics/src-gen/org/eclipse/xtext/example/arithmetics/Arithmetics.ecore,arithmetics
LolloCorte,bpel-xtext,org.eclipse.xtext.example.domainmodel/src-gen/org/eclipse/xtext/example/Domainmodel.ecore,example
LolloCorte,bpel-xtext,org.xtext.example.mydsl/src-gen/org/xtext/example/mydsl/MyDsl.ecore,mydsl
sciolizer,xtext-sandbox,domainmodel.parent/domainmodel/model/generated/Domainmodel.ecore,generated
denschu,xtext-whitespace,not applicable,not applicable
pablitar,claseXtext,edu.tadp.firewall/bin/edu/tadp/firewall/Firewalll.ecore,firewall
pablitar,claseXtext,edu.tadp.firewall/src-gen/edu/tadp/firewall/Firewalll.ecore,firewall
DECENTSoftwareAssessment,famix.m3x.sdk,not applicable,not applicable
tdegueul,xtext-composition,dsl.entity/model/generated/Entity.ecore,generated
tdegueul,xtext-composition,dsl.group/model/generated/Group.ecore,generated
danieldietrich,xtext-javatools,not applicable,not applicable
akademia,ontouml-xtext,not applicable,not applicable
efuentesp,codebuilder-xtext,not applicable,not applicable
zrrk,xtext-utils,not applicable,not applicable
juli1,xtext-debug,org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
juli1,xtext-debug,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
nbhusare,Xtext-sandbox,org.nb.xtext.example.hyperlink.entitydsl/model/generated/EntityDsl.ecore,generated
nbhusare,Xtext-sandbox,org.neclipse.xtext.validator.example.clazzdsl/model/generated/ClazzDsl.ecore,generated
nbhusare,Xtext-sandbox,org.neclipse.xtext.validator.example.funcdsl/model/generated/FuncDsl.ecore,generated
nbhusare,Xtext-sandbox,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
jachinte,xtext-grammars,not applicable,not applicable
susieagerholm,XTEXT_EXAMPLE,org.eclipse.xtext.example.homeautomation/model/generated/RuleEngine.ecore,generated
susieagerholm,XTEXT_EXAMPLE,org.xtext.example.mydot/model/generated/MyDot.ecore,generated
susieagerholm,XTEXT_EXAMPLE,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
susieagerholm,XTEXT_EXAMPLE,org.xtext.example.mydsl1/model/generated/MyDsl.ecore,generated
susieagerholm,XTEXT_EXAMPLE,org.xtext.example.mydsl3/model/generated/MyDsl.ecore,generated
susieagerholm,XTEXT_EXAMPLE,org.xtext.example.mydsl4/model/generated/MyDsl.ecore,generated
itemis,monaco-xtext,not applicable,not applicable
xiaoyvr,xtext-demo,not applicable,not applicable
hmc-cs111-fall2015,picobot-XText,not applicable,not applicable
yanntm,Xtext-Light,not applicable,not applicable
