Name,Repository Name,Repository HTML URL,Owner Name
Pascal.xtext,pascal,https://github.com/mariana-mendes/pascal,mariana-mendes
Conference.xtext,Stuff,https://github.com/holgerschill/Stuff,holgerschill
KGraph.xtext,KLighD,https://github.com/kieler/KLighD,kieler
Platoon.xtext,2IMP20-Generic-Language-Technology,https://github.com/ruudandriessen/2IMP20-Generic-Language-Technology,ruudandriessen
ComponentMode.xtext,smartmdsd,https://github.com/eclipse/smartmdsd,eclipse
ContainerPortsItemsOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Mathinterpreteer.xtext,MDSDMathInterpreter,https://github.com/thphr/MDSDMathInterpreter,thphr
ENIGME.xtext,Enseeiht,https://github.com/kimokipo/Enseeiht,kimokipo
Fix.xtext,metafacture-fix,https://github.com/metafacture/metafacture-fix,metafacture
Oil.xtext,RT-DRUID,https://github.com/svn2github/RT-DRUID,svn2github
BeeLang.xtext,b3,https://github.com/hlindberg/b3,hlindberg
OCLstdlib.xtext,ocl,https://github.com/matterche/ocl,matterche
MonetLocalizationLanguage.xtext,monet,https://github.com/ulpgc-siani/monet,ulpgc-siani
Grana.xtext,pragmatics,https://github.com/kieler/pragmatics,kieler
UmlCollaborationUse.xtext,Papyrus-1.0-M5-DevSourceSet,https://github.com/ApexSoft/Papyrus-1.0-M5-DevSourceSet,ApexSoft
Student.xtext,IDEA-Plug-Ins,https://github.com/vihanga-liyanage/IDEA-Plug-Ins,vihanga-liyanage
TableFork.xtext,FEUP-ELS,https://github.com/Educorreia932/FEUP-ELS,Educorreia932
Boa.xtext,xtext-ide,https://github.com/boalang/xtext-ide,boalang
ScribbleDsl.xtext,scribble-eclipse,https://github.com/scribble/scribble-eclipse,scribble
MkDsl.xtext,esg-dsl,https://github.com/esg4aspl/esg-dsl,esg4aspl
GithubwfRootOnOneOf2Workflow_dispatchInputsPatternProperties0AllOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Canvas.xtext,bridgepoint,https://github.com/xtuml/bridgepoint,xtuml
GuiceModules.xtext,seven-languages-xtext,https://github.com/xtext/seven-languages-xtext,xtext
spacetransportationservice_GENNOWS_1563264336507.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
PP_1.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
MyDsl.xtext,xtext-reference-projects,https://github.com/xtext/xtext-reference-projects,xtext
MyDsl.xtext,xtext-reference-projects,https://github.com/xtext/xtext-reference-projects,xtext
MyDsl.xtext,xtext-reference-projects,https://github.com/xtext/xtext-reference-projects,xtext
MyDsl.xtext,M2Doc,https://github.com/ObeoNetwork/M2Doc,ObeoNetwork
Survey.xtext,EclipseCon2014_XtextTutorial,https://github.com/meysholdt/EclipseCon2014_XtextTutorial,meysholdt
Survey.xtext,se_2015_dresden,https://github.com/meysholdt/se_2015_dresden,meysholdt
VariCell.xtext,VariCell,https://github.com/FAMILIAR-project/VariCell,FAMILIAR-project
PDL2.xtext,Projet-IDM,https://github.com/guilhemmgt/Projet-IDM,guilhemmgt
spacetransportationservice_NOAOBASIC_1567600290577.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
DbDsl.xtext,lmrc,https://github.com/cdietrich/lmrc,cdietrich
GML.xtext,ARTIST-NFRVT,https://github.com/artist-project/ARTIST-NFRVT,artist-project
Yarel.xtext,yarel,https://github.com/yarel-di/yarel,yarel-di
MSDsl.xtext,mde2020,https://github.com/rdinizcal/mde2020,rdinizcal
Sitemap.xtext,esh-puremaven,https://github.com/kaikreuzer/esh-puremaven,kaikreuzer
Sitemap.xtext,smarthome,https://github.com/2lambda123/smarthome,2lambda123
Sitemap.xtext,My-Project,https://github.com/imss2022/My-Project,imss2022
DynamicScreenDsl.xtext,Xtext1-DSLs,https://github.com/dslmeinte/Xtext1-DSLs,dslmeinte
Lil.xtext,lil,https://github.com/crubier/lil,crubier
Library3.xtext,XMLTextWork,https://github.com/thedjenny/XMLTextWork,thedjenny
NormalJobRuns_45onOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
MyDsl.xtext,XMLTextWork,https://github.com/thedjenny/XMLTextWork,thedjenny
MyDsl.xtext,PAOC,https://github.com/helunwencser/PAOC,helunwencser
Expressions.xtext,textbe,https://github.com/t-ho/textbe,t-ho
Bot.xtext,CONGA,https://github.com/SaraPerezSoler/CONGA,SaraPerezSoler
Turn.xtext,TURN,https://github.com/JUCMNAV/TURN,JUCMNAV
Router.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
CardTemplate.xtext,janki,https://github.com/rogueai/janki,rogueai
TestSuite.xtext,Model-Based_Test_Generator_SPL,https://github.com/fabiodisilv/Model-Based_Test_Generator_SPL,fabiodisilv
Xtext.xtext,XMLTextWork,https://github.com/thedjenny/XMLTextWork,thedjenny
SDELang.xtext,Model-Driven-Engineering--Eclipse-RCP-plugin--Software-product-line,https://github.com/OElabed/Model-Driven-Engineering--Eclipse-RCP-plugin--Software-product-line,OElabed
GF.xtext,gf-eclipse-plugin,https://github.com/GrammaticalFramework/gf-eclipse-plugin,GrammaticalFramework
GraphvizDot.xtext,de.cau.cs.kieler,https://github.com/imace/de.cau.cs.kieler,imace
DxlDsl.xtext,Traceability,https://github.com/Smart-Contract-Modelling-uOttawa/Traceability,Smart-Contract-Modelling-uOttawa
GuiexerciceAdvanced.xtext,IMT-DSL-Test,https://github.com/anaelChardan/IMT-DSL-Test,anaelChardan
PatternLanguage.xtext,refactory,https://github.com/jreimone/refactory,jreimone
ConcurrencyCancel_45in_45progressOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
GithubwfRootOnOneOf2Workflow_dispatchInputsPatternProperties0AllOf0Then.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Pascal.xtext,pascal,https://github.com/mariana-mendes/pascal,mariana-mendes
ContainerPortsItemsOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
MonetLocalizationLanguage.xtext,monet,https://github.com/ulpgc-siani/monet,ulpgc-siani
GithubwfRootOnOneOf2Workflow_dispatchInputsPatternProperties0AllOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Sitemap.xtext,openhab-core,https://github.com/openhab/openhab-core,openhab
ProtoLang.xtext,plexus-interop,https://github.com/finos/plexus-interop,finos
XImportSectionTestLang.xtext,xtext,https://github.com/eclipse/xtext,eclipse
APIDescription.xtext,MDSL-Specification,https://github.com/Microservice-API-Patterns/MDSL-Specification,Microservice-API-Patterns
Verify.xtext,osate2,https://github.com/osate/osate2,osate
StateAnalysis.xtext,CertWare,https://github.com/nasa/CertWare,nasa
Treo.xtext,Reo,https://github.com/ReoLanguage/Reo,ReoLanguage
TargetPlatform.xtext,targetplatform-dsl,https://github.com/eclipse-cbi/targetplatform-dsl,eclipse-cbi
LLVM_IR.xtext,llvm-ir-editor,https://github.com/amishne/llvm-ir-editor,amishne
Less.xtext,ow,https://github.com/vtst/ow,vtst
N4MF.xtext,n4js,https://github.com/NumberFour/n4js,NumberFour
Xsmpcore.xtext,xsmp-modeler-core,https://github.com/ThalesGroup/xsmp-modeler-core,ThalesGroup
quapp-grammar.xtext,ankle-rehab-examples,https://github.com/wwu-pi/ankle-rehab-examples,wwu-pi
integrity.xtext,integrity,https://github.com/integrity-tf/integrity,integrity-tf
Aml.xtext,deprecated-test-editor-xtext,https://github.com/test-editor/deprecated-test-editor-xtext,test-editor
Jbasescript.xtext,jbase,https://github.com/LorenzoBettini/jbase,LorenzoBettini
OpServiceModel.xtext,mechanoid,https://github.com/robotoworks/mechanoid,robotoworks
MyDsl.xtext,generator-xtext,https://github.com/itemis/generator-xtext,itemis
RecordLang.xtext,instrumentation-languages,https://github.com/kieker-monitoring/instrumentation-languages,kieker-monitoring
def.xtext,dsl_frontend,https://github.com/Liberxue/dsl_frontend,Liberxue
RulesDSL.xtext,Design-of-Embedded-Systems,https://github.com/ErinvanderVeen/Design-of-Embedded-Systems,ErinvanderVeen
Kactors.xtext,klab,https://github.com/integratedmodelling/klab,integratedmodelling
HUPN.xtext,HUPN-HumanUsablePetriNotation,https://github.com/yanntm/HUPN-HumanUsablePetriNotation,yanntm
byteman.xtext,jbosstools-byteman,https://github.com/jeffmaury/jbosstools-byteman,jeffmaury
Myjson.xtext,DICE,https://github.com/MicheleGuerriero/DICE,MicheleGuerriero
Xtext.xtext,xtext-ide-extensions,https://github.com/kuniss/xtext-ide-extensions,kuniss
CharacterScript.xtext,DialogScriptDSL,https://github.com/RobertWalter83/DialogScriptDSL,RobertWalter83
DotEscString.xtext,gef,https://github.com/eclipse/gef,eclipse
Locks.xtext,DSALs,https://github.com/OpenUniversity/DSALs,OpenUniversity
MOMoT.xtext,MOMoT-RL,https://github.com/martineisenberg/MOMoT-RL,martineisenberg
AceGen.xtext,de.acegen,https://github.com/annettedorothea/de.acegen,annettedorothea
Gramatica.xtext,Tesina,https://github.com/Danita25/Tesina,Danita25
FLY.xtext,FLY-language,https://github.com/spagnuolocarmine/FLY-language,spagnuolocarmine
Arithmetics.xtext,dslforge,https://github.com/plugbee/dslforge,plugbee
CSVToTable.xtext,Projet-IDM,https://github.com/tom38110/Projet-IDM,tom38110
Nablagen.xtext,NabLab,https://github.com/cea-hpc/NabLab,cea-hpc
MiniJava.xtext,ale-lang-compiler,https://github.com/gemoc/ale-lang-compiler,gemoc
TmcdbTables.xtext,ACS,https://github.com/ACS-Community/ACS,ACS-Community
Expression.xtext,eclipse-platform-evaluation,https://github.com/openETCS/eclipse-platform-evaluation,openETCS
SCL.xtext,semantics,https://github.com/kieler/semantics,kieler
StsLanguageWsAware.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
PROTOCOL_PACKETS.xtext,gss-eclipse,https://github.com/uah-srg-tech/gss-eclipse,uah-srg-tech
YourDsl.xtext,mydsl-idea,https://github.com/biancode/mydsl-idea,biancode
Domainmodel.xtext,xtext-debug,https://github.com/juli1/xtext-debug,juli1
RbacDSL.xtext,rbacDSL,https://github.com/lmontrieux/rbacDSL,lmontrieux
Safety.xtext,AMASE,https://github.com/loonwerks/AMASE,loonwerks
InitConfig.xtext,ecore,https://github.com/zakaria68K/ecore,zakaria68K
MDML.xtext,MDML,https://github.com/davidmilward/MDML,davidmilward
SCTX.xtext,semantics,https://github.com/kieler/semantics,kieler
Ale.xtext,ale-xbase,https://github.com/tdegueul/ale-xbase,tdegueul
Vnf.xtext,nfv-dsl-qpn,https://github.com/CN-UPB/nfv-dsl-qpn,CN-UPB
Fasttwr.xtext,NDT,https://github.com/cooked/NDT,cooked
spacetransportationservice_GEN_1562937909966.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Valid.xtext,dsl-devkit,https://github.com/dsldevkit/dsl-devkit,dsldevkit
BbDsl.xtext,SmartDependencyVariabilityGraphs,https://github.com/Servicerobotics-Ulm/SmartDependencyVariabilityGraphs,Servicerobotics-Ulm
Sct.xtext,semantics,https://github.com/kieler/semantics,kieler
Domainmodel.xtext,slice,https://github.com/slice-project/slice,slice-project
Library3.xtext,XMLIntellEdit,https://github.com/patrickneubauer/XMLIntellEdit,patrickneubauer
Sql.xtext,ezRepo-Designer,https://github.com/HOUSEI-INC/ezRepo-Designer,HOUSEI-INC
Json.xtext,BriefCASE,https://github.com/loonwerks/BriefCASE,loonwerks
StatechartDSL.xtext,distributed-systems,https://github.com/levoskaa/distributed-systems,levoskaa
DSL.xtext,smags.min,https://github.com/gpue/smags.min,gpue
ProfileDsl.xtext,org.fornax.soa.xtextservicerepository,https://github.com/andrearn/org.fornax.soa.xtextservicerepository,andrearn
EntityRelationship.xtext,bigER,https://github.com/borkdominik/bigER,borkdominik
problem.xtext,meaningful-changes,https://github.com/yijunyu/meaningful-changes,yijunyu
Tom.xtext,tom-addons,https://github.com/rewriting/tom-addons,rewriting
Xcore.xtext,Pretty-Printer_Language-Analysis,https://github.com/joerg-holtmann/Pretty-Printer_Language-Analysis,joerg-holtmann
Demo1.xtext,devoxx2012-xtext,https://github.com/jeffmaury/devoxx2012-xtext,jeffmaury
SLADsl.xtext,org.fornax.soa.xtextservicerepository,https://github.com/andrearn/org.fornax.soa.xtextservicerepository,andrearn
EnvironmentDsl.xtext,org.fornax.soa.xtextservicerepository,https://github.com/andrearn/org.fornax.soa.xtextservicerepository,andrearn
XProofAssistant.xtext,Proof_Assistant,https://github.com/eventB-Soton/Proof_Assistant,eventB-Soton
ModelDraw.xtext,Wodel,https://github.com/gomezabajo/Wodel,gomezabajo
ProgramDsl.xtext,Xbase-sandbox,https://github.com/nbhusare/Xbase-sandbox,nbhusare
Delegation.xtext,effective-permission-evaluation,https://github.com/ftsrg/effective-permission-evaluation,ftsrg
ExpressionStrings.xtext,step,https://github.com/Bitub/step,Bitub
SPVizModel.xtext,SoftwareProjectViz,https://github.com/kieler/SoftwareProjectViz,kieler
Items.xtext,esh-puremaven,https://github.com/kaikreuzer/esh-puremaven,kaikreuzer
DataDsl.xtext,ddmm,https://github.com/SeelabFhdo/ddmm,SeelabFhdo
Gen.xtext,xtextadd,https://github.com/martinbaker/xtextadd,martinbaker
CardGameLanguage.xtext,cardgame-dsl,https://github.com/TeresaTang98/cardgame-dsl,TeresaTang98
TmscXtext.xtext,PPS,https://github.com/TNO/PPS,TNO
JexTest.xtext,jexercise,https://github.com/hallvard/jexercise,hallvard
USE.xtext,model-converter,https://github.com/juliarobles/model-converter,juliarobles
Xturtle.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
TracingExecutionContext.xtext,xtendency,https://github.com/kbirken/xtendency,kbirken
SmtLanguage.xtext,VIATRA-Generator,https://github.com/viatra/VIATRA-Generator,viatra
NormalJobRuns_45onOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Ui.xtext,Xtext-GrammarMixin-Example,https://github.com/hypery2k/Xtext-GrammarMixin-Example,hypery2k
WML.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
MyDslC.xtext,xtext-multi-dsl,https://github.com/cdietrich/xtext-multi-dsl,cdietrich
ClassDiagram.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Entity.xtext,lunifera-dsl,https://github.com/lunifera/lunifera-dsl,lunifera
Antlr4.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
SimpleTemplate.xtext,xtext_stateful_lexer,https://github.com/meysholdt/xtext_stateful_lexer,meysholdt
KiVis.xtext,semantics,https://github.com/kieler/semantics,kieler
COV.xtext,TestAmplification4Models,https://github.com/Faezeh-Kh/TestAmplification4Models,Faezeh-Kh
DomainModel.xtext,Fortify-X10,https://github.com/kartiksayani/Fortify-X10,kartiksayani
Gaml.xtext,new.gama,https://github.com/gama-platform/new.gama,gama-platform
Sculptordsl.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
CcsEclipse.xtext,CcsEclipse,https://github.com/mattgodbolt/CcsEclipse,mattgodbolt
UmlParameter.xtext,Papyrus-1.0-M5-DevSourceSet,https://github.com/ApexSoft/Papyrus-1.0-M5-DevSourceSet,ApexSoft
spacetransportationservice_GEN_1567685937893.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GEN_1563226577231.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
KairosSystem.xtext,miniTutoGemocKairos,https://github.com/jdeantoni/miniTutoGemocKairos,jdeantoni
Cls.xtext,CooperateModelingEnvironment,https://github.com/Cooperate-Project/CooperateModelingEnvironment,Cooperate-Project
XGuiDsl.xtext,typesystemcomparison,https://github.com/markusvoelter/typesystemcomparison,markusvoelter
Ripacola.xtext,ripacola-xtext,https://github.com/preesm/ripacola-xtext,preesm
Zoo.xtext,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,mn-mikke
spacetransportationservice_BASICAO_1567686262737.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GENNOWS_1563267097496.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Edelta.xtext,edelta,https://github.com/LorenzoBettini/edelta,LorenzoBettini
Yang.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Module2.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Service.xtext,XMLIntellEdit,https://github.com/patrickneubauer/XMLIntellEdit,patrickneubauer
IoT.xtext,melange-examples,https://github.com/diverse-project/melange-examples,diverse-project
CS2ASDSL.xtext,cs2as,https://github.com/adolfosbh/cs2as,adolfosbh
LenguajeNaturalReducido.xtext,Tesina,https://github.com/Danita25/Tesina,Danita25
ValDsl.xtext,acse-xtext-validation,https://github.com/wwu-pi/acse-xtext-validation,wwu-pi
Domainmodel.xtext,org.eclipse.xtext.example.domainmodel,https://github.com/kthoms/org.eclipse.xtext.example.domainmodel,kthoms
Prolog.xtext,ArchStudio5,https://github.com/isr-uci-edu/ArchStudio5,isr-uci-edu
Workflow.xtext,model-management-services,https://github.com/indamutsa/model-management-services,indamutsa
TestCaseGenerator.xtext,UniMapperGenerator,https://github.com/UnicoenProject/UniMapperGenerator,UnicoenProject
Elascript.xtext,ElaScript,https://github.com/EmrysMyrddin/ElaScript,EmrysMyrddin
MuLE.xtext,mulesource,https://github.com/NikitaDuemmel90/mulesource,NikitaDuemmel90
Ecl.xtext,snomed-ecl,https://github.com/b2ihealthcare/snomed-ecl,b2ihealthcare
ScelLight.xtext,jresp,https://github.com/hoelzl/jresp,hoelzl
Epsilon.xtext,epsilon-ide-extensions,https://github.com/kuniss/epsilon-ide-extensions,kuniss
DataContract.xtext,mod4j,https://github.com/codehaus/mod4j,codehaus
Group.xtext,xtext-composition,https://github.com/tdegueul/xtext-composition,tdegueul
KEffects.xtext,semantics,https://github.com/kieler/semantics,kieler
Issue60.xtext,xtext-gradle-plugin-issue-60,https://github.com/cdietrich/xtext-gradle-plugin-issue-60,cdietrich
Editor.xtext,euclideanspace,https://github.com/martinbaker/euclideanspace,martinbaker
Jlanguage.xtext,Colleg-UENP,https://github.com/Jh0wjso/Colleg-UENP,Jh0wjso
Math.xtext,mdsd-external-dsl-generator,https://github.com/priebek/mdsd-external-dsl-generator,priebek
Githubwf.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
Flora2Editor.xtext,flora2-eclipse,https://github.com/vital-ai/flora2-eclipse,vital-ai
spacetransportationservice_BASICAO_1567684909434.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
TESTSETUP.xtext,verification,https://github.com/uah-srg-tech/verification,uah-srg-tech
BLESS.xtext,BLESS-IDE,https://github.com/brlarson/BLESS-IDE,brlarson
Datatypes.xtext,chariot,https://github.com/scope-lab-vu/chariot,scope-lab-vu
Common.xtext,kitalpha,https://github.com/eclipse/kitalpha,eclipse
Assess.xtext,engage_dsl,https://github.com/yaelleC/engage_dsl,yaelleC
ExpressionLanguage.xtext,gamma-c,https://github.com/csuvi98/gamma-c,csuvi98
Gui2.xtext,IMT-GUI-DSL,https://github.com/alexisrobin/IMT-GUI-DSL,alexisrobin
Ares.xtext,alwb-java,https://github.com/ocmc-alwb/alwb-java,ocmc-alwb
ContextDsl.xtext,rodin-b-sharp-iUML_B_Utils,https://github.com/weetmuts/rodin-b-sharp-iUML_B_Utils,weetmuts
XDrone.xtext,xTextLanguage,https://github.com/ProgrammableDrones/xTextLanguage,ProgrammableDrones
ArithmeticExpression.xtext,xtext-expressions,https://github.com/Modaptix/xtext-expressions,Modaptix
Vpservices.xtext,kitalpha,https://github.com/eclipse/kitalpha,eclipse
DDDsl.xtext,Palladio-Addons-DataFlowConfidentiality,https://github.com/FluidTrust/Palladio-Addons-DataFlowConfidentiality,FluidTrust
PermissionsOneOf1.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
TaskDSL.xtext,des-exercises,https://github.com/rowanG077/des-exercises,rowanG077
Droid.xtext,amalgamation-examples,https://github.com/eclipse-soc/amalgamation-examples,eclipse-soc
PlantUML.xtext,mdd-puml-to-uml,https://github.com/elite-se/mdd-puml-to-uml,elite-se
Bro.xtext,browser-automation-DSL,https://github.com/alexisrobin/browser-automation-DSL,alexisrobin
RDMTextDSL.xtext,gomrp,https://github.com/benedekh/gomrp,benedekh
Example.xtext,se_2015_dresden,https://github.com/meysholdt/se_2015_dresden,meysholdt
MappingDsl.xtext,lemma,https://github.com/SeelabFhdo/lemma,SeelabFhdo
RigidBodies.xtext,RigidBodies,https://github.com/szschaler/RigidBodies,szschaler
OntologicalModelingLanguage.xtext,gov.nasa.jpl.imce.oml.core,https://github.com/JPL-IMCE/gov.nasa.jpl.imce.oml.core,JPL-IMCE
Quan6.xtext,xtext_tutorial_15_min_zh,https://github.com/program-in-chinese/xtext_tutorial_15_min_zh,program-in-chinese
StateMachineDSL.xtext,gomrp,https://github.com/benedekh/gomrp,benedekh
aadl2_AADL_1563525577770.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Survey.xtext,EclipseCon2013_XtextTutorial,https://github.com/JanKoehnlein/EclipseCon2013_XtextTutorial,JanKoehnlein
Sitemap.xtext,bcanhome-openhab,https://github.com/ANierbeck/bcanhome-openhab,ANierbeck
Common.xtext,alisa,https://github.com/osate/alisa,osate
Wodel.xtext,Wodel,https://github.com/gomezabajo/Wodel,gomezabajo
Metamodel.xtext,xtext-gen-extension,https://github.com/Lzgpom/xtext-gen-extension,Lzgpom
CDL.xtext,VPatChecker,https://github.com/Myshtea/VPatChecker,Myshtea
Dsl.xtext,SmartDBE,https://github.com/Servicerobotics-Ulm/SmartDBE,Servicerobotics-Ulm
Lisp.xtext,xtext-folding-issue,https://github.com/mister-walter/xtext-folding-issue,mister-walter
EmfSupportDsl.xtext,RichClientFX,https://github.com/chqu1012/RichClientFX,chqu1012
MyDsl.xtext,ats.testcc,https://github.com/AiC-Project/ats.testcc,AiC-Project
EssentialOCL.xtext,ocl,https://github.com/matterche/ocl,matterche
MyDsl.xtext,MyDsl,https://github.com/thedjenny/MyDsl,thedjenny
SpecDSL.xtext,specmate,https://github.com/qualicen/specmate,qualicen
InterparameterDependenciesLanguage.xtext,IDL,https://github.com/isa-group/IDL,isa-group
JqlDsl.xtext,judo-meta-jql,https://github.com/BlackBeltTechnology/judo-meta-jql,BlackBeltTechnology
LuceneFields.xtext,CodeFinder,https://github.com/tobiasb/CodeFinder,tobiasb
BashDSL.xtext,bashdsl,https://github.com/cokeSchlumpf/bashdsl,cokeSchlumpf
ENIGME.xtext,Enseeiht,https://github.com/kimokipo/Enseeiht,kimokipo
Rules.xtext,opensmarthouse-core,https://github.com/opensmarthouse/opensmarthouse-core,opensmarthouse
Xill.xtext,xill_language,https://github.com/xillio/xill_language,xillio
QueryDsl.xtext,Architecture-Designer,https://github.com/Tocea/Architecture-Designer,Tocea
Orion.xtext,uschema-engineering,https://github.com/modelum/uschema-engineering,modelum
spacetransportationservice_GENNOAO_1563221308758.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Rules.xtext,openhab-hdl,https://github.com/andrey-desman/openhab-hdl,andrey-desman
CAEXtext.xtext,caex-workbench,https://github.com/amlModeling/caex-workbench,amlModeling
Scad.xtext,scad2pov,https://github.com/erdinc09/scad2pov,erdinc09
Guiexercice.xtext,IMT-DSL-Test,https://github.com/anaelChardan/IMT-DSL-Test,anaelChardan
MyDsl.xtext,Formal_Systems_Modeling,https://github.com/ahmadspm/Formal_Systems_Modeling,ahmadspm
ActivitiesDSL.xtext,idm2014,https://github.com/jmbruel/idm2014,jmbruel
MyDsl.xtext,xtext-fragment-experiments,https://github.com/cdietrich/xtext-fragment-experiments,cdietrich
UmlState.xtext,Papyrus-1.0-M5-DevSourceSet,https://github.com/ApexSoft/Papyrus-1.0-M5-DevSourceSet,ApexSoft
JDL.xtext,jhipster-ide,https://github.com/jhipster/jhipster-ide,jhipster
MetaTemplating.xtext,metatemplating,https://github.com/MDEGroup/metatemplating,MDEGroup
KExpressions.xtext,semantics,https://github.com/kieler/semantics,kieler
Omt.xtext,hla-toolkit,https://github.com/CohesionForce/hla-toolkit,CohesionForce
Ssl.xtext,protocoldef,https://github.com/SudoHenk/protocoldef,SudoHenk
Taco.xtext,Taco-DSL,https://github.com/tonybeltramelli/Taco-DSL,tonybeltramelli
APIDescription.xtext,MDSL-Specification,https://github.com/2lambda123/MDSL-Specification,2lambda123
Myjson.xtext,DICE,https://github.com/MicheleGuerriero/DICE,MicheleGuerriero
MOMoT.xtext,RL4MT,https://github.com/RL4MT/RL4MT,RL4MT
Arithmetics.xtext,xtext-arithmetics-web-example,https://github.com/szarnekow/xtext-arithmetics-web-example,szarnekow
TmcdbTables.xtext,acscb-legacy,https://github.com/csrg-utfsm/acscb-legacy,csrg-utfsm
StsLanguageWsAware.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
InitConfig.xtext,ecore,https://github.com/zakaria68K/ecore,zakaria68K
MDML.xtext,MDML,https://github.com/davidmilward/MDML,davidmilward
Domainmodel.xtext,slice-source,https://github.com/slice-project/slice-source,slice-project
Library3.xtext,XMLTextWork,https://github.com/thedjenny/XMLTextWork,thedjenny
Library3.xtext,XMLIntellEdit,https://github.com/patrickneubauer/XMLIntellEdit,patrickneubauer
Library3.xtext,XMLTextWork,https://github.com/thedjenny/XMLTextWork,thedjenny
StatechartDSL.xtext,distributed-systems,https://github.com/levoskaa/distributed-systems,levoskaa
Demo1.xtext,devoxx2012-xtext,https://github.com/jeffmaury/devoxx2012-xtext,jeffmaury
ProgramDsl.xtext,Xbase-sandbox,https://github.com/nbhusare/Xbase-sandbox,nbhusare
Items.xtext,smarthome,https://github.com/eric-erki/smarthome,eric-erki
Items.xtext,smarthome,https://github.com/2lambda123/smarthome,2lambda123
Items.xtext,My-Project,https://github.com/imss2022/My-Project,imss2022
CardGameLanguage.xtext,cardgame-dsl,https://github.com/TeresaTang98/cardgame-dsl,TeresaTang98
USE.xtext,XMIConverterForUSEPlugin,https://github.com/juliarobles/XMIConverterForUSEPlugin,juliarobles
Xturtle.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
NormalJobRuns_45onOneOf0.xtext,GitHubWorkflowDSL,https://github.com/lowcomote/GitHubWorkflowDSL,lowcomote
WML.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Antlr4.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Sculptordsl.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GEN_1567686192459.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
spacetransportationservice_GEN_1567686258500.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
KairosSystem.xtext,miniTutoGemocKairos,https://github.com/jdeantoni/miniTutoGemocKairos,jdeantoni
Yang.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Module2.xtext,ECSS,https://github.com/patrickneubauer/ECSS,patrickneubauer
Service.xtext,XMLTextWork,https://github.com/thedjenny/XMLTextWork,thedjenny
ValDsl.xtext,acse-xtext-validation,https://github.com/wwu-pi/acse-xtext-validation,wwu-pi
Workflow.xtext,model-management-services,https://github.com/indamutsa/model-management-services,indamutsa
Elascript.xtext,ElaScript,https://github.com/EmrysMyrddin/ElaScript,EmrysMyrddin
